id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
local:toxicloakcn_homophone_keyword_001237#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001237#1:01,砸披,砸披,砸披,za2 pi1,tsa˧˥ pʰi˥,generated_mandarin_tonal,杂皮,za2 pi2,tsa˧˥ pʰi˧˥,非词汇同音词,train,1,[],[VARIANT] 砸披,[IPA] tsa˧˥ pʰi˥,[VARIANT] 砸披 [IPA] tsa˧˥ pʰi˥
local:toxicloakcn_homophone_keyword_001237#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001237#1:02,别三,别三,别三,bie2 san1,piɛ˧˥ san˥,generated_mandarin_tonal,瘪三,bie1 san1,piɛ˥ san˥,非词汇同音词,train,2,["local:toxicloakcn_homophone_keyword_001518#1:01"],[VARIANT] 别三,[IPA] piɛ˧˥ san˥,[VARIANT] 别三 [IPA] piɛ˧˥ san˥
local:toxicloakcn_homophone_keyword_002130#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002130#1:01,满多,满多,满多,man3 duo1,man˨˩˦ tuɔ˥,generated_mandarin_tonal,蛮多,man2 duo1,man˧˥ tuɔ˥,歧义同音词,train,1,[],[VARIANT] 满多,[IPA] man˨˩˦ tuɔ˥,[VARIANT] 满多 [IPA] man˨˩˦ tuɔ˥
local:toxicloakcn_homophone_keyword_000033#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000033#1:01,外国仁,外国仁,外国仁,wai4 guo2 ren2,wai˥˩ kuɔ˧˥ ɻən˧˥,generated_mandarin_tonal,歪果仁,wai1 guo3 ren2,wai˥ kuɔ˨˩˦ ɻən˧˥,非词汇同音词,train,1,[],[VARIANT] 外国仁,[IPA] wai˥˩ kuɔ˧˥ ɻən˧˥,[VARIANT] 外国仁 [IPA] wai˥˩ kuɔ˧˥ ɻən˧˥
local:toxicloakcn_homophone_keyword_000033#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000033#1:02,传播元理,传播元理,传播元理,chuan2 bo1 yuan2 li3,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,generated_mandarin_tonal,传播原理,chuan2 bo1 yuan2 li3,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,非词汇同音词,train,1,[],[VARIANT] 传播元理,[IPA] ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,[VARIANT] 传播元理 [IPA] ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦
local:toxicloakcn_homophone_keyword_000102#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000102#1:01,区,区,区,qu1,tɕʰy˥,generated_mandarin_tonal,蛆,qu1,tɕʰy˥,歧义同音词,train,1,[],[VARIANT] 区,[IPA] tɕʰy˥,[VARIANT] 区 [IPA] tɕʰy˥
local:pcr-95#1:01,local_657_homophone_fragments,pcr-95#1:01,真煞笔,真煞笔,真煞笔,zhen1 sha1 bi3,ʈʂən˥ ʂa˥ pi˨˩˦,generated_mandarin_tonal,真傻逼,zhen1 sha3 bi1,ʈʂən˥ ʂa˨˩˦ pi˥,非词汇同音词,train,1,[],[VARIANT] 真煞笔,[IPA] ʈʂən˥ ʂa˥ pi˨˩˦,[VARIANT] 真煞笔 [IPA] ʈʂən˥ ʂa˥ pi˨˩˦
local:pcr-134#1:01,local_657_homophone_fragments,pcr-134#1:01,B数,B数,B数,B shu4,bˈiː ʂu˥˩,generated_mandarin_tonal,逼数,bi1 shu4,pi˥ ʂu˥˩,语音替代,train,1,[],[VARIANT] B数,[IPA] bˈiː ʂu˥˩,[VARIANT] B数 [IPA] bˈiː ʂu˥˩
local:pcr-134#1:02,local_657_homophone_fragments,pcr-134#1:02,劳资,劳资,劳资,lao2 zi1,lɑʊ˧˥ tsɹ̩˥,generated_mandarin_tonal,老子,lao3 zi,lɑʊ˨˩˦ tsɹ̩,语音替代,train,2,["codedlang:398:01"],[VARIANT] 劳资,[IPA] lɑʊ˧˥ tsɹ̩˥,[VARIANT] 劳资 [IPA] lɑʊ˧˥ tsɹ̩˥
local:pcr-348#1:01,local_657_homophone_fragments,pcr-348#1:01,心香四橙,心香四橙,心香四橙,xin1 xiang1 si4 cheng2,ɕin˥ ɕiɑŋ˥ sɹ̩˥˩ ʈʂʰɤŋ˧˥,generated_mandarin_tonal,心想事成,xin1 xiang3 shi4 cheng2,ɕin˥ ɕiɑŋ˨˩˦ ʂɻ̩˥˩ ʈʂʰɤŋ˧˥,非词汇同音词,train,1,[],[VARIANT] 心香四橙,[IPA] ɕin˥ ɕiɑŋ˥ sɹ̩˥˩ ʈʂʰɤŋ˧˥,[VARIANT] 心香四橙 [IPA] ɕin˥ ɕiɑŋ˥ sɹ̩˥˩ ʈʂʰɤŋ˧˥
local:pcr-491#1:01,local_657_homophone_fragments,pcr-491#1:01,fire gee,fire gee,fire gee,fire gee,fˈaɪə dʒˈiː,generated_mandarin_tonal,火鸡,huo3 ji1,xuɔ˨˩˦ tɕi˥,跨语言语音编码,train,1,[],[VARIANT] fire gee,[IPA] fˈaɪə dʒˈiː,[VARIANT] fire gee [IPA] fˈaɪə dʒˈiː
local:pcr-272#1:01,local_657_homophone_fragments,pcr-272#1:01,不李姐,不李姐,不李姐,bu4 li3 jie3,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,generated_mandarin_tonal,不理解,bu4 li3 jie3,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,歧义同音词,train,1,[],[VARIANT] 不李姐,[IPA] pu˥˩ li˨˩˦ tɕiɛ˨˩˦,[VARIANT] 不李姐 [IPA] pu˥˩ li˨˩˦ tɕiɛ˨˩˦
local:pcr-6#1:01,local_657_homophone_fragments,pcr-6#1:01,幕购,幕购,幕购,mu4 gou4,mu˥˩ koʊ˥˩,generated_mandarin_tonal,母狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 幕购,[IPA] mu˥˩ koʊ˥˩,[VARIANT] 幕购 [IPA] mu˥˩ koʊ˥˩
local:pcr-37#1:01,local_657_homophone_fragments,pcr-37#1:01,这么省金,这么省金,这么省金,zhe4 me sheng3 jin1,ʈʂɤ˥˩ mɤ ʂɤŋ˨˩˦ tɕin˥,generated_mandarin_tonal,这么神经,zhe4 me shen2 jing1,ʈʂɤ˥˩ mɤ ʂən˧˥ tɕiŋ˥,歧义同音词,train,1,[],[VARIANT] 这么省金,[IPA] ʈʂɤ˥˩ mɤ ʂɤŋ˨˩˦ tɕin˥,[VARIANT] 这么省金 [IPA] ʈʂɤ˥˩ mɤ ʂɤŋ˨˩˦ tɕin˥
local:toxicloakcn_homophone_keyword_001085#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001085#1:01,孙杂,孙杂,孙杂,sun1 za2,suən˥ tsa˧˥,generated_mandarin_tonal,孙砸,sun1 za2,suən˥ tsa˧˥,跨语言语音编码,train,1,[],[VARIANT] 孙杂,[IPA] suən˥ tsa˧˥,[VARIANT] 孙杂 [IPA] suən˥ tsa˧˥
local:pcr-207#1:01,local_657_homophone_fragments,pcr-207#1:01,活事,活事,活事,huo2 shi4,xuɔ˧˥ ʂɻ̩˥˩,generated_mandarin_tonal,活是,huo2 shi4,xuɔ˧˥ ʂɻ̩˥˩,非词汇同音词,train,1,[],[VARIANT] 活事,[IPA] xuɔ˧˥ ʂɻ̩˥˩,[VARIANT] 活事 [IPA] xuɔ˧˥ ʂɻ̩˥˩
local:pcr-207#1:02,local_657_homophone_fragments,pcr-207#1:02,真滴,真滴,真滴,zhen1 di1,ʈʂən˥ ti˥,generated_mandarin_tonal,真的,zhen1 de,ʈʂən˥ tɤ,非词汇同音词,train,1,[],[VARIANT] 真滴,[IPA] ʈʂən˥ ti˥,[VARIANT] 真滴 [IPA] ʈʂən˥ ti˥
local:pcr-207#1:03,local_657_homophone_fragments,pcr-207#1:03,不星,不星,不星,bu4 xing1,pu˥˩ ɕiŋ˥,generated_mandarin_tonal,不行,bu4 xing2,pu˥˩ ɕiŋ˧˥,非词汇同音词,train,1,[],[VARIANT] 不星,[IPA] pu˥˩ ɕiŋ˥,[VARIANT] 不星 [IPA] pu˥˩ ɕiŋ˥
local:pcr-494#1:01,local_657_homophone_fragments,pcr-494#1:01,饭车,饭车,饭车,fan4 che1,fan˥˩ ʈʂʰɤ˥,generated_mandarin_tonal,翻车,fan1 che1,fan˥ ʈʂʰɤ˥,歧义同音词,train,1,[],[VARIANT] 饭车,[IPA] fan˥˩ ʈʂʰɤ˥,[VARIANT] 饭车 [IPA] fan˥˩ ʈʂʰɤ˥
local:pcr-388#1:01,local_657_homophone_fragments,pcr-388#1:01,滴水blow,滴水blow,滴水blow,di1 shui3 blow,ti˥ ʂuei˨˩˦ blˈəʊ,generated_mandarin_tonal,滴水不漏,di1 shui3 bu4 lou4,ti˥ ʂuei˨˩˦ pu˥˩ loʊ˥˩,跨语言语音编码,train,1,[],[VARIANT] 滴水blow,[IPA] ti˥ ʂuei˨˩˦ blˈəʊ,[VARIANT] 滴水blow [IPA] ti˥ ʂuei˨˩˦ blˈəʊ
local:pcr-433#1:02,local_657_homophone_fragments,pcr-433#1:02,v瑞,v瑞,v瑞,v rui4,y ɻuei˥˩,generated_mandarin_tonal,very,very,vˈɛɹi,语音替代,train,1,[],[VARIANT] v瑞,[IPA] y ɻuei˥˩,[VARIANT] v瑞 [IPA] y ɻuei˥˩
local:pcr-364#1:01,local_657_homophone_fragments,pcr-364#1:01,失棉,失棉,失棉,shi1 mian2,ʂɻ̩˥ miɛn˧˥,generated_mandarin_tonal,失眠,shi1 mian2,ʂɻ̩˥ miɛn˧˥,非词汇同音词,train,1,[],[VARIANT] 失棉,[IPA] ʂɻ̩˥ miɛn˧˥,[VARIANT] 失棉 [IPA] ʂɻ̩˥ miɛn˧˥
local:pcr-213#1:01,local_657_homophone_fragments,pcr-213#1:01,癞ha mo,癞ha mo,癞ha mo,lai4 ha mo,lai˥˩ xa muɔ,generated_mandarin_tonal,癞蛤蟆,lai4 ha2 ma,lai˥˩ xa˧˥ ma,语音替代,train,1,[],[VARIANT] 癞ha mo,[IPA] lai˥˩ xa muɔ,[VARIANT] 癞ha mo [IPA] lai˥˩ xa muɔ
local:pcr-325#1:01,local_657_homophone_fragments,pcr-325#1:01,时来运砖,时来运砖,时来运砖,shi2 lai2 yun4 zhuan1,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˥,generated_mandarin_tonal,时来运转,shi2 lai2 yun4 zhuan3,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˨˩˦,歧义同音词,train,1,[],[VARIANT] 时来运砖,[IPA] ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˥,[VARIANT] 时来运砖 [IPA] ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˥
local:pcr-330#1:01,local_657_homophone_fragments,pcr-330#1:01,招财进堡,招财进堡,招财进堡,zhao1 cai2 jin4 bao3,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,generated_mandarin_tonal,招财进宝,zhao1 cai2 jin4 bao3,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 招财进堡,[IPA] ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,[VARIANT] 招财进堡 [IPA] ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦
local:pcr-94#1:01,local_657_homophone_fragments,pcr-94#1:01,碧嘴,碧嘴,碧嘴,bi4 zui3,pi˥˩ tsuei˨˩˦,generated_mandarin_tonal,闭嘴,bi4 zui3,pi˥˩ tsuei˨˩˦,非词汇同音词,train,1,[],[VARIANT] 碧嘴,[IPA] pi˥˩ tsuei˨˩˦,[VARIANT] 碧嘴 [IPA] pi˥˩ tsuei˨˩˦
local:pcr-81#1:01,local_657_homophone_fragments,pcr-81#1:01,能桩,能桩,能桩,neng2 zhuang1,nɤŋ˧˥ ʈʂuɑŋ˥,generated_mandarin_tonal,能装,neng2 zhuang1,nɤŋ˧˥ ʈʂuɑŋ˥,非词汇同音词,train,1,[],[VARIANT] 能桩,[IPA] nɤŋ˧˥ ʈʂuɑŋ˥,[VARIANT] 能桩 [IPA] nɤŋ˧˥ ʈʂuɑŋ˥
local:pcr-102#1:02,local_657_homophone_fragments,pcr-102#1:02,钩,钩,钩,gou1,koʊ˥,generated_mandarin_tonal,狗,gou3,koʊ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 钩,[IPA] koʊ˥,[VARIANT] 钩 [IPA] koʊ˥
local:pcr-251#1:01,local_657_homophone_fragments,pcr-251#1:01,护士,护士,护士,hu4 shi4,xu˥˩ ʂɻ̩˥˩,generated_mandarin_tonal,忽视,hu1 shi4,xu˥ ʂɻ̩˥˩,歧义同音词,train,1,[],[VARIANT] 护士,[IPA] xu˥˩ ʂɻ̩˥˩,[VARIANT] 护士 [IPA] xu˥˩ ʂɻ̩˥˩
local:pcr-201#1:01,local_657_homophone_fragments,pcr-201#1:01,好表啊,好表啊,好表啊,hao3 biao3 a,xɑʊ˨˩˦ piɑʊ˨˩˦ a,generated_mandarin_tonal,好婊啊,hao3 biao3 a,xɑʊ˨˩˦ piɑʊ˨˩˦ a,歧义同音词,train,1,[],[VARIANT] 好表啊,[IPA] xɑʊ˨˩˦ piɑʊ˨˩˦ a,[VARIANT] 好表啊 [IPA] xɑʊ˨˩˦ piɑʊ˨˩˦ a
local:pcr-34#1:01,local_657_homophone_fragments,pcr-34#1:01,你是梅马,你是梅马,你是梅马,ni3 shi4 mei2 ma3,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˨˩˦,generated_mandarin_tonal,你是没妈,ni3 shi4 mei2 ma1,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˥,非词汇同音词,train,1,[],[VARIANT] 你是梅马,[IPA] ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˨˩˦,[VARIANT] 你是梅马 [IPA] ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˨˩˦
local:toxicloakcn_emoji_keyword_002359#1:01,local_657_homophone_fragments,toxicloakcn_emoji_keyword_002359#1:01,黑砸,黑砸,黑砸,hei1 za2,xei˥ tsa˧˥,generated_mandarin_tonal,黑子,hei1 zi,xei˥ tsɹ̩,跨语言语音编码,train,1,[],[VARIANT] 黑砸,[IPA] xei˥ tsa˧˥,[VARIANT] 黑砸 [IPA] xei˥ tsa˧˥
local:pcr-206#1:01,local_657_homophone_fragments,pcr-206#1:01,你的箭,你的箭,你的箭,ni3 de jian4,ni˨˩˦ tɤ tɕiɛn˥˩,generated_mandarin_tonal,你的贱,ni3 de jian4,ni˨˩˦ tɤ tɕiɛn˥˩,歧义同音词,train,1,[],[VARIANT] 你的箭,[IPA] ni˨˩˦ tɤ tɕiɛn˥˩,[VARIANT] 你的箭 [IPA] ni˨˩˦ tɤ tɕiɛn˥˩
local:pcr-11#1:01,local_657_homophone_fragments,pcr-11#1:01,我利了,我利了,我利了,wo3 li4 le,wɔ˨˩˦ li˥˩ lɤ,generated_mandarin_tonal,我立了,wo3 li4 le,wɔ˨˩˦ li˥˩ lɤ,歧义同音词,train,1,[],[VARIANT] 我利了,[IPA] wɔ˨˩˦ li˥˩ lɤ,[VARIANT] 我利了 [IPA] wɔ˨˩˦ li˥˩ lɤ
local:pcr-177#1:01,local_657_homophone_fragments,pcr-177#1:01,烦动,烦动,烦动,fan2 dong4,fan˧˥ tʊŋ˥˩,generated_mandarin_tonal,反动,fan3 dong4,fan˨˩˦ tʊŋ˥˩,非词汇同音词,train,1,[],[VARIANT] 烦动,[IPA] fan˧˥ tʊŋ˥˩,[VARIANT] 烦动 [IPA] fan˧˥ tʊŋ˥˩
local:pcr-345#1:01,local_657_homophone_fragments,pcr-345#1:01,鸡羽,鸡羽,鸡羽,ji1 yu3,tɕi˥ y˨˩˦,generated_mandarin_tonal,机遇,ji1 yu4,tɕi˥ y˥˩,歧义同音词,train,1,[],[VARIANT] 鸡羽,[IPA] tɕi˥ y˨˩˦,[VARIANT] 鸡羽 [IPA] tɕi˥ y˨˩˦
local:pcr-345#1:02,local_657_homophone_fragments,pcr-345#1:02,周,周,周,zhou1,ʈʂoʊ˥,generated_mandarin_tonal,舟,zhou1,ʈʂoʊ˥,歧义同音词,train,1,[],[VARIANT] 周,[IPA] ʈʂoʊ˥,[VARIANT] 周 [IPA] ʈʂoʊ˥
local:pcr-192#1:01,local_657_homophone_fragments,pcr-192#1:01,第一次当银,第一次当银,第一次当银,di4 yi1 ci4 dang1 yin2,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ in˧˥,generated_mandarin_tonal,第一次当人,di4 yi1 ci4 dang1 ren2,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ ɻən˧˥,跨语言语音编码,train,1,[],[VARIANT] 第一次当银,[IPA] ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ in˧˥,[VARIANT] 第一次当银 [IPA] ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ in˧˥
local:pcr-265#1:01,local_657_homophone_fragments,pcr-265#1:01,鸡不可湿,鸡不可湿,鸡不可湿,ji1 bu4 ke3 shi1,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,generated_mandarin_tonal,机不可失,ji1 bu4 ke3 shi1,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,非词汇同音词,train,1,[],[VARIANT] 鸡不可湿,[IPA] tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,[VARIANT] 鸡不可湿 [IPA] tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥
local:pcr-220#1:01,local_657_homophone_fragments,pcr-220#1:01,顽梗,顽梗,顽梗,wan2 geng3,wan˧˥ kɤŋ˨˩˦,generated_mandarin_tonal,玩梗,wan2 geng3,wan˧˥ kɤŋ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 顽梗,[IPA] wan˧˥ kɤŋ˨˩˦,[VARIANT] 顽梗 [IPA] wan˧˥ kɤŋ˨˩˦
local:pcr-220#1:02,local_657_homophone_fragments,pcr-220#1:02,痘肌疤,痘肌疤,痘肌疤,dou4 ji1 ba1,toʊ˥˩ tɕi˥ pa˥,generated_mandarin_tonal,都鸡巴,dou1 ji1 ba1,toʊ˥ tɕi˥ pa˥,非词汇同音词,train,1,[],[VARIANT] 痘肌疤,[IPA] toʊ˥˩ tɕi˥ pa˥,[VARIANT] 痘肌疤 [IPA] toʊ˥˩ tɕi˥ pa˥
local:pcr-225#1:01,local_657_homophone_fragments,pcr-225#1:01,比亚迪,比亚迪,比亚迪,bi3 ya4 di2,pi˨˩˦ ja˥˩ ti˧˥,generated_mandarin_tonal,逼痒的,bi1 yang3 de,pi˥ jɑŋ˨˩˦ tɤ,歧义同音词,train,1,[],[VARIANT] 比亚迪,[IPA] pi˨˩˦ ja˥˩ ti˧˥,[VARIANT] 比亚迪 [IPA] pi˨˩˦ ja˥˩ ti˧˥
local:pcr-225#1:02,local_657_homophone_fragments,pcr-225#1:02,玛莎拉,玛莎拉,玛莎拉,ma3 sha1 la1,ma˨˩˦ ʂa˥ la˥,generated_mandarin_tonal,妈杀了,ma1 sha1 le,ma˥ ʂa˥ lɤ,歧义同音词,train,1,[],[VARIANT] 玛莎拉,[IPA] ma˨˩˦ ʂa˥ la˥,[VARIANT] 玛莎拉 [IPA] ma˨˩˦ ʂa˥ la˥
local:pcr-285#1:01,local_657_homophone_fragments,pcr-285#1:01,回蚁窝,回蚁窝,回蚁窝,hui2 yi3 wo1,xuei˧˥ i˨˩˦ wɔ˥,generated_mandarin_tonal,回忆我,hui2 yi4 wo3,xuei˧˥ i˥˩ wɔ˨˩˦,歧义同音词,train,1,[],[VARIANT] 回蚁窝,[IPA] xuei˧˥ i˨˩˦ wɔ˥,[VARIANT] 回蚁窝 [IPA] xuei˧˥ i˨˩˦ wɔ˥
local:pcr-217#1:01,local_657_homophone_fragments,pcr-217#1:01,王昌龄妈,王昌龄妈,王昌龄妈,wang2 chang1 ling2 ma1,wɑŋ˧˥ ʈʂʰɑŋ˥ liŋ˧˥ ma˥,generated_mandarin_tonal,我操你妈,wo3 cao1 ni3 ma1,wɔ˨˩˦ tsʰɑʊ˥ ni˨˩˦ ma˥,非词汇同音词,train,1,[],[VARIANT] 王昌龄妈,[IPA] wɑŋ˧˥ ʈʂʰɑŋ˥ liŋ˧˥ ma˥,[VARIANT] 王昌龄妈 [IPA] wɑŋ˧˥ ʈʂʰɑŋ˥ liŋ˧˥ ma˥
local:pcr-33#1:01,local_657_homophone_fragments,pcr-33#1:01,没嘛,没嘛,没嘛,mei2 ma,mei˧˥ ma,generated_mandarin_tonal,没妈,mei2 ma1,mei˧˥ ma˥,歧义同音词,train,1,[],[VARIANT] 没嘛,[IPA] mei˧˥ ma,[VARIANT] 没嘛 [IPA] mei˧˥ ma
local:pcr-465#1:01,local_657_homophone_fragments,pcr-465#1:01,can can need,can can need,can can need,can can need,kan kan nˈiːd,generated_mandarin_tonal,看看你的,kan4 kan4 ni3 de,kʰan˥˩ kʰan˥˩ ni˨˩˦ tɤ,语音替代,train,1,[],[VARIANT] can can need,[IPA] kan kan nˈiːd,[VARIANT] can can need [IPA] kan kan nˈiːd
local:pcr-319#1:01,local_657_homophone_fragments,pcr-319#1:01,一鹿顺丰,一鹿顺丰,一鹿顺丰,yi1 lu4 shun4 feng1,i˥ lu˥˩ ʂuən˥˩ fɤŋ˥,generated_mandarin_tonal,一路顺风,yi1 lu4 shun4 feng1,i˥ lu˥˩ ʂuən˥˩ fɤŋ˥,歧义同音词,train,1,[],[VARIANT] 一鹿顺丰,[IPA] i˥ lu˥˩ ʂuən˥˩ fɤŋ˥,[VARIANT] 一鹿顺丰 [IPA] i˥ lu˥˩ ʂuən˥˩ fɤŋ˥
local:pcr-25#1:01,local_657_homophone_fragments,pcr-25#1:01,春竹,春竹,春竹,chun1 zhu2,ʈʂʰuən˥ ʈʂu˧˥,generated_mandarin_tonal,蠢猪,chun3 zhu1,ʈʂʰuən˨˩˦ ʈʂu˥,歧义同音词,train,1,[],[VARIANT] 春竹,[IPA] ʈʂʰuən˥ ʈʂu˧˥,[VARIANT] 春竹 [IPA] ʈʂʰuən˥ ʈʂu˧˥
local:pcr-389#1:01,local_657_homophone_fragments,pcr-389#1:01,猕hotel,猕hotel,猕hotel,mi2 hotel,mi˧˥ həʊtˈɛl,generated_mandarin_tonal,猕猴桃,mi2 hou2 tao2,mi˧˥ xoʊ˧˥ tʰɑʊ˧˥,跨语言语音编码,train,1,[],[VARIANT] 猕hotel,[IPA] mi˧˥ həʊtˈɛl,[VARIANT] 猕hotel [IPA] mi˧˥ həʊtˈɛl
local:pcr-250#1:01,local_657_homophone_fragments,pcr-250#1:01,2 B 5,2 B 5,二 B 五,er4 B wu3,əɻ˥˩ bˈiː u˨˩˦,generated_mandarin_tonal,二百五,er4 bai3 wu3,əɻ˥˩ pai˨˩˦ u˨˩˦,语音替代,train,1,[],[VARIANT] 2 B 5,[IPA] əɻ˥˩ bˈiː u˨˩˦,[VARIANT] 2 B 5 [IPA] əɻ˥˩ bˈiː u˨˩˦
local:pcr-374#1:01,local_657_homophone_fragments,pcr-374#1:01,木凳口袋,木凳口袋,木凳口袋,mu4 deng4 kou3 dai4,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥˩,generated_mandarin_tonal,目瞪口呆,mu4 deng4 kou3 dai1,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥,歧义同音词,train,1,[],[VARIANT] 木凳口袋,[IPA] mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥˩,[VARIANT] 木凳口袋 [IPA] mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥˩
local:pcr-361#1:01,local_657_homophone_fragments,pcr-361#1:01,吃堡了,吃堡了,吃堡了,chi1 bao3 le,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,generated_mandarin_tonal,吃饱了,chi1 bao3 le,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,歧义同音词,train,1,[],[VARIANT] 吃堡了,[IPA] ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,[VARIANT] 吃堡了 [IPA] ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ
local:pcr-308#1:01,local_657_homophone_fragments,pcr-308#1:01,天鸡,天鸡,天鸡,tian1 ji1,tʰiɛn˥ tɕi˥,generated_mandarin_tonal,天机,tian1 ji1,tʰiɛn˥ tɕi˥,非词汇同音词,train,1,[],[VARIANT] 天鸡,[IPA] tʰiɛn˥ tɕi˥,[VARIANT] 天鸡 [IPA] tʰiɛn˥ tɕi˥
local:pcr-122#1:01,local_657_homophone_fragments,pcr-122#1:01,得姓,得姓,得姓,de2 xing4,tɤ˧˥ ɕiŋ˥˩,generated_mandarin_tonal,德性,de2 xing4,tɤ˧˥ ɕiŋ˥˩,歧义同音词,train,1,[],[VARIANT] 得姓,[IPA] tɤ˧˥ ɕiŋ˥˩,[VARIANT] 得姓 [IPA] tɤ˧˥ ɕiŋ˥˩
local:pcr-122#1:02,local_657_homophone_fragments,pcr-122#1:02,饿心,饿心,饿心,e4 xin1,ɤ˥˩ ɕin˥,generated_mandarin_tonal,恶心,e3 xin1,ɤ˨˩˦ ɕin˥,歧义同音词,train,1,[],[VARIANT] 饿心,[IPA] ɤ˥˩ ɕin˥,[VARIANT] 饿心 [IPA] ɤ˥˩ ɕin˥
local:pcr-266#1:01,local_657_homophone_fragments,pcr-266#1:01,轻鹅易举,轻鹅易举,轻鹅易举,qing1 e2 yi4 ju3,tɕʰiŋ˥ ɤ˧˥ i˥˩ tɕy˨˩˦,generated_mandarin_tonal,轻而易举,qing1 er2 yi4 ju3,tɕʰiŋ˥ əɻ˧˥ i˥˩ tɕy˨˩˦,非词汇同音词,train,1,[],[VARIANT] 轻鹅易举,[IPA] tɕʰiŋ˥ ɤ˧˥ i˥˩ tɕy˨˩˦,[VARIANT] 轻鹅易举 [IPA] tɕʰiŋ˥ ɤ˧˥ i˥˩ tɕy˨˩˦
local:pcr-68#1:01,local_657_homophone_fragments,pcr-68#1:01,煤负沐,煤负沐,煤负沐,mei2 fu4 mu4,mei˧˥ fu˥˩ mu˥˩,generated_mandarin_tonal,没父母,mei2 fu4 mu3,mei˧˥ fu˥˩ mu˨˩˦,非词汇同音词,train,1,[],[VARIANT] 煤负沐,[IPA] mei˧˥ fu˥˩ mu˥˩,[VARIANT] 煤负沐 [IPA] mei˧˥ fu˥˩ mu˥˩
local:pcr-398#1:01,local_657_homophone_fragments,pcr-398#1:01,辣好吧,辣好吧,辣好吧,la4 hao3 ba,la˥˩ xɑʊ˨˩˦ pa,generated_mandarin_tonal,那好吧,na4 hao3 ba,na˥˩ xɑʊ˨˩˦ pa,非词汇同音词,train,1,[],[VARIANT] 辣好吧,[IPA] la˥˩ xɑʊ˨˩˦ pa,[VARIANT] 辣好吧 [IPA] la˥˩ xɑʊ˨˩˦ pa
