fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review
codedlang:669:01,Crowd-AI-Lab/CodedLang,669,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,麵包很好吃，剛好是我喜歡滴~沙拉份量超足，牛排也非常棒,麵包很好吃，剛好是我喜歡的~沙拉份量超足，牛排也非常棒
codedlang:671:01,Crowd-AI-Lab/CodedLang,671,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,車款選擇多樣 但需要小型車最好早一點預定 當天訂當天要有沒車可用滴心理準備 車可租便宜但保險一定要夠,車款選擇多樣 但需要小型車最好早一點預定 當天訂當天要有沒車可用的心理準備 車可租便宜但保險一定要夠
codedlang:672:01,Crowd-AI-Lab/CodedLang,672,mmlgb,mmlgb,mmlgb,mmlgb,妈妈了个逼,妈妈了个逼,ma1 ma1 le ge4 bi1,ˌɛmˌɛmˈɛldʒˌiːbˈiː,ˌɛmˌɛmˈɛldʒˌiːbˈiː,ma˥ ma˥ lɤ kɤ˥˩ pi˥,ma˥ ma˥ lɤ kɤ˥˩ pi˥,否,[],official_dictionary_casefold,语音替代,phonetic,mmlgb,ma1 ma1 le ge4 bi1,ˈɛm ˈɛm ˈɛɫ ˈdʒi pi˥,ma˥ ma˥ lɤ kɤ˥˩ pi˥,mmlgb排队,妈妈了个逼排队
codedlang:674:01,Crowd-AI-Lab/CodedLang,674,TM,TM,TM,TM,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,"ambiguous_homophone, phonetic",tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,差评！好吃不好吃先不说，你TM一中餐厅没有中文菜单为什么？MLGB滴！出洋相！,差评！好吃不好吃先不说，你他妈一中餐厅没有中文菜单为什么？妈了个逼的！出洋相！
codedlang:674:02,Crowd-AI-Lab/CodedLang,674,MLGB,MLGB,MLGB,MLGB,妈了个逼,妈了个逼,ma1 le ge4 bi1,ˌɛmˌɛldʒˌiːbˈiː,ˌɛmˌɛldʒˌiːbˈiː,ma˥ lɤ kɤ˥˩ pi˥,ma˥ lɤ kɤ˥˩ pi˥,否,[],official_dictionary_casefold,语音替代,"ambiguous_homophone, phonetic",mlgb,ma1 le ge4 bi1,ˈɛm  ˈɛɫ/ ˈdʒi pi˥,ma˥ lɤ kɤ˥˩ pi˥,差评！好吃不好吃先不说，你TM一中餐厅没有中文菜单为什么？MLGB滴！出洋相！,差评！好吃不好吃先不说，你他妈一中餐厅没有中文菜单为什么？妈了个逼的！出洋相！
codedlang:674:03,Crowd-AI-Lab/CodedLang,674,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, phonetic",di1,de,ti˥,tɤ,差评！好吃不好吃先不说，你TM一中餐厅没有中文菜单为什么？MLGB滴！出洋相！,差评！好吃不好吃先不说，你他妈一中餐厅没有中文菜单为什么？妈了个逼的！出洋相！
codedlang:675:01,Crowd-AI-Lab/CodedLang,675,惹,惹,惹,re3,了,了,le,ɻɤ˨˩˦,ɻɤ˨˩˦,lɤ,lɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,re3,le,ɻɤ˧˩˧,lɤ,吃的还可以，但是真的好大个，撑死惹,吃的还可以，但是真的好大个，撑死了
codedlang:676:01,Crowd-AI-Lab/CodedLang,676,好次,好次,好次,hao3 ci4,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,hao3 ci4,hao3 chi1,xau̯˧˩˧ tsʰɹ̩˥˩,xau̯˧˩˧ ʈʂʰɻ̩˥,好次。,好吃。
codedlang:677:01,Crowd-AI-Lab/CodedLang,677,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,Cosco 杠杠滴 东西又便宜又好 就是没有会员卡不让进,Cosco 杠杠的 东西又便宜又好 就是没有会员卡不让进
codedlang:678:01,Crowd-AI-Lab/CodedLang,678,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,商品价格大大滴便宜！,商品价格大大的便宜！
codedlang:680:01,Crowd-AI-Lab/CodedLang,680,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,我还以为要开始呢 结果tm结束了 就是汽车影院而且不知道拍的是啥 屏幕还小 进去还堵车有烟雾 我还以为到北京了呢 工作人员倒是很努力,我还以为要开始呢 结果他妈结束了 就是汽车影院而且不知道拍的是啥 屏幕还小 进去还堵车有烟雾 我还以为到北京了呢 工作人员倒是很努力
codedlang:681:01,Crowd-AI-Lab/CodedLang,681,惹,惹,惹,re3,了,了,le,ɻɤ˨˩˦,ɻɤ˨˩˦,lɤ,lɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,re3,le,ɻɤ˧˩˧,lɤ,店員友善，協助我們順利買到適合的商品，冰淇淋很便宜但是太甜惹～～～,店員友善，協助我們順利買到適合的商品，冰淇淋很便宜但是太甜了～～～
codedlang:682:01,Crowd-AI-Lab/CodedLang,682,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,各國超市或傳統市場總是擺飾的花枝招展、色彩繽紛滴……,各國超市或傳統市場總是擺飾的花枝招展、色彩繽紛的……
codedlang:683:01,Crowd-AI-Lab/CodedLang,683,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,可爱滴！卡通公仔,可爱的！卡通公仔
codedlang:684:01,Crowd-AI-Lab/CodedLang,684,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,说句实话，千万不要点那个综合牛肉汤，是真滴难吃。。油的一匹。。而且不要对韩国的食物抱太大的希望。。,说句实话，千万不要点那个综合牛肉汤，是真的难吃。。油的一匹。。而且不要对韩国的食物抱太大的希望。。
codedlang:685:01,Crowd-AI-Lab/CodedLang,685,jb,jb,jb,jb,鸡巴,鸡巴,ji1 ba1,dʒˌeɪbˈiː,dʒˌeɪbˈiː,tɕi˥ pa˥,tɕi˥ pa˥,否,[],official_dictionary_casefold,语音替代,phonetic,jb,ji1 ba1,ˈdʒeɪ pi˥,tɕi˥ pa˥,非常垃圾 巨jb难吃 服务态度极其不好！！！,非常垃圾 巨鸡巴难吃 服务态度极其不好！！！
codedlang:686:01,Crowd-AI-Lab/CodedLang,686,好次,好次,好次,hao3 ci4,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,hao3 ci4,hao3 chi1,xau̯˧˩˧ tsʰɹ̩˥˩,xau̯˧˩˧ ʈʂʰɻ̩˥,太好次啦！三番最佳,太好吃啦！三番最佳
codedlang:687:01,Crowd-AI-Lab/CodedLang,687,sb,sb,sb,sb,傻逼,傻逼,sha3 bi1,ˌɛsbˈiː,ˌɛsbˈiː,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,[],official_dictionary_casefold,语音替代,phonetic,sb,sha3 bi1,ˈɛs pi˥,ʂa˧˩˧ pi˥,进门让我们等20分钟，知道我们走都没人接待，服务员连看都不看我们一眼，不知道是不是种族歧视，但态度极其差劲！全程没人接待，我们在门口坐了很久很久，服了这些sb,进门让我们等20分钟，知道我们走都没人接待，服务员连看都不看我们一眼，不知道是不是种族歧视，但态度极其差劲！全程没人接待，我们在门口坐了很久很久，服了这些傻逼
codedlang:688:01,Crowd-AI-Lab/CodedLang,688,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,在加州这个水比油还要珍贵的地方，能有这么完善的植物公园而且资源管理方面也是非常不错，真是要给一个赞👍！适合各种类型的人群，特别适合一家老小的亲子活动，离开的时候孩子商店里买了两盆小植物，收获大大滴！😄,在加州这个水比油还要珍贵的地方，能有这么完善的植物公园而且资源管理方面也是非常不错，真是要给一个赞👍！适合各种类型的人群，特别适合一家老小的亲子活动，离开的时候孩子商店里买了两盆小植物，收获大大的！😄
codedlang:689:01,Crowd-AI-Lab/CodedLang,689,jb,jb,jb,jb,鸡巴,鸡巴,ji1 ba1,dʒˌeɪbˈiː,dʒˌeɪbˈiː,tɕi˥ pa˥,tɕi˥ pa˥,否,[],official_dictionary_casefold,语音替代,phonetic,jb,ji1 ba1,ˈdʒeɪ pi˥,tɕi˥ pa˥,流浪地球ojbk,流浪地球o鸡巴k
codedlang:690:01,Crowd-AI-Lab/CodedLang,690,睹場,睹場,睹場,du3 chang3,賭場,賭場,du3 chang3,tu˨˩˦ ʈʂʰɑŋ˨˩˦,tu˨˩˦ ʈʂʰɑŋ˨˩˦,tu˨˩˦ ʈʂʰɑŋ˨˩˦,tu˨˩˦ ʈʂʰɑŋ˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",du3 chang3,du3 chang3,tu˧˩˧ ʈʂʰa˧˩˧ŋ,tu˧˩˧ ʈʂʰa˧˩˧ŋ,"紅鷹睹場不好是要D人打機打4OO分先送二十元D人打機,好次我有一次打了4OO分比紅鷹,睹場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不恭平。","紅鷹賭場不好是要啲人打機打4OO分先送二十元啲人打機,好吃我有一吃打了4OO分比紅鷹,賭場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不公平。"
codedlang:690:02,Crowd-AI-Lab/CodedLang,690,D,D,D,D,啲,啲,di1,dˈiː,dˈiː,ti˥,ti˥,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",D,di1,ˈdi,ti˥,"紅鷹睹場不好是要D人打機打4OO分先送二十元D人打機,好次我有一次打了4OO分比紅鷹,睹場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不恭平。","紅鷹賭場不好是要啲人打機打4OO分先送二十元啲人打機,好吃我有一吃打了4OO分比紅鷹,賭場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不公平。"
codedlang:690:03,Crowd-AI-Lab/CodedLang,690,恭平,恭平,恭平,gong1 ping2,公平,公平,gong1 ping2,kʊŋ˥ pʰiŋ˧˥,kʊŋ˥ pʰiŋ˧˥,kʊŋ˥ pʰiŋ˧˥,kʊŋ˥ pʰiŋ˧˥,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",gong1 ping2,gong1 ping2,kʊ˥ŋ pʰi˧˥ŋ,kʊ˥ŋ pʰi˧˥ŋ,"紅鷹睹場不好是要D人打機打4OO分先送二十元D人打機,好次我有一次打了4OO分比紅鷹,睹場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不恭平。","紅鷹賭場不好是要啲人打機打4OO分先送二十元啲人打機,好吃我有一吃打了4OO分比紅鷹,賭場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不公平。"
codedlang:691:01,Crowd-AI-Lab/CodedLang,691,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,臨時動議上來 真滴很美 風很大 也意外見到野生滴鹿穿梭在停車場中,臨時動議上來 真的很美 風很大 也意外見到野生的鹿穿梭在停車場中
codedlang:692:01,Crowd-AI-Lab/CodedLang,692,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,The worst food ever !!!! The rice is very old and smell sour. The meat is stink. The silverware is very dirty. Advice to everyone: never even want to try it's food. I should report this place to the health department. The meat they use to cook is bad. Horrible place. The price is not good for the bad service. The worst experience ever!. 饭是馊的，肉是臭的，汤像是刷锅水，餐具不洗干净，恶心到想吐了，早晚这个饭店会倒闭的。不能这样骗过路的游客，良心大大滴坏！,The worst food ever !!!! The rice is very old and smell sour. The meat is stink. The silverware is very dirty. Advice to everyone: never even want to try it's food. I should report this place to the health depar他妈ent. The meat they use to cook is 逼ad. Horri逼le place. The price is not good for the 逼ad service. The worst experience ever!. 饭是馊的，肉是臭的，汤像是刷锅水，餐具不洗干净，恶心到想吐了，早晚这个饭店会倒闭的。不能这样骗过路的游客，良心大大的坏！
codedlang:693:01,Crowd-AI-Lab/CodedLang,693,sb,sb,sb,sb,傻逼,傻逼,sha3 bi1,ˌɛsbˈiː,ˌɛsbˈiː,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,[],official_dictionary_casefold,语音替代,phonetic,sb,sha3 bi1,ˈɛs pi˥,ʂa˧˩˧ pi˥,那个给一星评论的向导也太差劲了吧 偷拍别人不说还很不尊重 这家店很多中国人来吃 服务和食物都还可以 (美国人都是大sb),那个给一星评论的向导也太差劲了吧 偷拍别人不说还很不尊重 这家店很多中国人来吃 服务和食物都还可以 (美国人都是大傻逼)
codedlang:694:01,Crowd-AI-Lab/CodedLang,694,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,难吃还tm多,难吃还他妈多
codedlang:695:01,Crowd-AI-Lab/CodedLang,695,sb,sb,sb,sb,傻逼,傻逼,sha3 bi1,ˌɛsbˈiː,ˌɛsbˈiː,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,[],official_dictionary_casefold,语音替代,phonetic,sb,sha3 bi1,ˈɛs pi˥,ʂa˧˩˧ pi˥,客服sb,客服傻逼
codedlang:696:01,Crowd-AI-Lab/CodedLang,696,几把,几把,几把,ji3 ba3,鸡巴,鸡巴,ji1 ba1,tɕi˨˩˦ pa˨˩˦,tɕi˨˩˦ pa˨˩˦,tɕi˥ pa˥,tɕi˥ pa˥,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,ji3 ba3,ji1 ba1,tɕi˧˩˧ pa˧˩˧,tɕi˥ pa˥,这里的导购姐姐让你找到瞎几把穿然后去逛国内奢侈品店的感觉,这里的导购姐姐让你找到瞎鸡巴穿然后去逛国内奢侈品店的感觉
codedlang:697:01,Crowd-AI-Lab/CodedLang,697,惹,惹,惹,re3,了,了,le,ɻɤ˨˩˦,ɻɤ˨˩˦,lɤ,lɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,re3,le,ɻɤ˧˩˧,lɤ,虽然我买东西的时候说的是国语，但是不代表后面我纸巾掉地上了，捡纸巾的时候你用台山话骂我我听不懂惹……,虽然我买东西的时候说的是国语，但是不代表后面我纸巾掉地上了，捡纸巾的时候你用台山话骂我我听不懂了……
codedlang:698:01,Crowd-AI-Lab/CodedLang,698,惹,惹,惹,re3,了,了,le,ɻɤ˨˩˦,ɻɤ˨˩˦,lɤ,lɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,re3,le,ɻɤ˧˩˧,lɤ,最好吃的腊肉惹！在美国，也能吃饭，很正宗,最好吃的腊肉了！在美国，也能吃饭，很正宗
codedlang:699:01,Crowd-AI-Lab/CodedLang,699,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,馄饨太好吃了。。。肉多皮薄。。杠杠滴。。,馄饨太好吃了。。。肉多皮薄。。杠杠的。。
codedlang:701:01,Crowd-AI-Lab/CodedLang,701,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,野餐露营⛺️好地方！家庭聚会很棒滴,野餐露营⛺️好地方！家庭聚会很棒的
codedlang:702:01,Crowd-AI-Lab/CodedLang,702,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,菜挺好吃的，价钱也公道，以后有机会的话会再去光顾滴!,菜挺好吃的，价钱也公道，以后有机会的话会再去光顾的!
codedlang:703:01,Crowd-AI-Lab/CodedLang,703,nb,nb,nb,nb,牛逼,牛逼,niu2 bi1,ˌɛnbˈiː,ˌɛnbˈiː,niou˧˥ pi˥,niou˧˥ pi˥,否,[],official_dictionary_casefold,语音替代,phonetic,nb,niu2 bi1,ˈɛn pi˥,njou̯˧˥ pi˥,推荐牛油大辣锅，下什么都入味！另外吃了回锅肉炒饭、蛋炒饭竟然都是隔夜的饭炒的！nb！！！！！！刘一手nb！！！！！！贼鸡儿好吃！最好吃的还是免费黄桃下火锅，带劲。吃了一次还想吃！,推荐牛油大啦锅，下什么都入味！另外吃了回锅肉炒饭、蛋炒饭竟然都是隔夜的饭炒的！牛逼！！！！！！刘一手牛逼！！！！！！贼鸡儿好吃！最好吃的还是免费黄桃下火锅，带劲。吃了一吃还想吃！
codedlang:704:01,Crowd-AI-Lab/CodedLang,704,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,第二次来这里了，虽然排队等了很长时间吧但是味道真滴棒棒..推荐牛羊肉双拼和鸭血🍲鳕键小哥哥中文说的也太好了吧哈哈哈哈哈,第二吃来这里了，虽然排队等了很长时间吧但是味道真的棒棒..推荐牛羊肉双拼和鸭血🍲鳕键小哥哥中文说的也太好了吧哈哈哈哈哈
codedlang:705:01,Crowd-AI-Lab/CodedLang,705,敲,敲,敲,qiao1,超,超,chao1,tɕʰiɑʊ˥,tɕʰiɑʊ˥,ʈʂʰɑʊ˥,ʈʂʰɑʊ˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiao1,chao1,tɕʰjau̯˥,ʈʂʰau̯˥,Really good 敲好吃呀❤️,Really good 超好吃呀❤️
codedlang:706:01,Crowd-AI-Lab/CodedLang,706,敲,敲,敲,qiao1,超,超,chao1,tɕʰiɑʊ˥,tɕʰiɑʊ˥,ʈʂʰɑʊ˥,ʈʂʰɑʊ˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiao1,chao1,tɕʰjau̯˥,ʈʂʰau̯˥,超级正宗的火锅呀，和四川吃的差不多，鹅肠和脑花都可以吃饭。敲开心~,超级正宗的火锅呀，和四川吃的差不多，鹅肠和脑花都可以吃饭。超开心~
codedlang:707:01,Crowd-AI-Lab/CodedLang,707,好次,好次,好次,hao3 ci4,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,hao3 ci4,hao3 chi1,xau̯˧˩˧ tsʰɹ̩˥˩,xau̯˧˩˧ ʈʂʰɻ̩˥,火锅非常好次 肉很新鲜 推荐三味锅底 牛羊肉 和鲜豆腐 等位比较久 可以错开饭点来,火锅非常好吃 肉很新鲜 推荐三味锅底 牛羊肉 和鲜豆腐 等位比较久 可以错开饭点来
codedlang:710:01,Crowd-AI-Lab/CodedLang,710,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,是真滴好吃,是真的好吃
codedlang:711:01,Crowd-AI-Lab/CodedLang,711,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,真的被气到了。不仅现在菜量越来越少，点冒菜点两份永远只给一份，得去问怎么回事点了两份就那么点？他才说哦对不起对不起再加一份。一次两次算了，每次都这样。做生意那么黑吗？？？赚的都tm黑心钱？？？,真的被气到了。不仅现在菜量越来越少，点冒菜点两份永远只给一份，得去问怎么回事点了两份就那么点？他才说哦对不起对不起再加一份。一吃两吃算了，每吃都这样。做生意那么黑吗？？？赚的都他妈黑心钱？？？
codedlang:712:01,Crowd-AI-Lab/CodedLang,712,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,"If you are Japanese or Chinese, don’t eat here! It’s America style! It’s definitely not Chinese restaurant! 真的难吃！还tm贵！","If you are Japanese or Chinese, don’t eat here! It’s America style! It’s definitely not Chinese restaurant! 真的难吃！还他妈贵！"
codedlang:714:01,Crowd-AI-Lab/CodedLang,714,滴,滴,滴,di1,的,的,de,ti˥,ti˥,tɤ,tɤ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,di1,de,ti˥,tɤ,真滴好！！！人又靠谱又好！！车也很好！！,真的好！！！人又靠谱又好！！车也很好！！
codedlang:715:01,Crowd-AI-Lab/CodedLang,715,jb,jb,jb,jb,鸡巴,鸡巴,ji1 ba1,dʒˌeɪbˈiː,dʒˌeɪbˈiː,tɕi˥ pa˥,tɕi˥ pa˥,否,[],official_dictionary_casefold,语音替代,phonetic,jb,ji1 ba1,ˈdʒeɪ pi˥,tɕi˥ pa˥,换老板了，巨jb难吃，店里没什么人，期待下一家餐厅,换老板了，巨鸡巴难吃，店里没什么人，期待下一家餐厅
codedlang:716:01,Crowd-AI-Lab/CodedLang,716,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,真tm难吃 就这地儿糊弄糊弄老外还行,真他妈难吃 就这地儿糊弄糊弄老外还行
codedlang:717:01,Crowd-AI-Lab/CodedLang,717,jb,jb,jb,jb,鸡巴,鸡巴,ji1 ba1,dʒˌeɪbˈiː,dʒˌeɪbˈiː,tɕi˥ pa˥,tɕi˥ pa˥,否,[],official_dictionary_casefold,语音替代,phonetic,jb,ji1 ba1,ˈdʒeɪ pi˥,tɕi˥ pa˥,日了狗，周末才开门！旅游旺季也这么jb懒，可以的。,日了狗，周末才开门！旅游旺季也这么鸡巴懒，可以的。
codedlang:718:01,Crowd-AI-Lab/CodedLang,718,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,关门吧，别tm周末才开门恶心人。  Re. 我不需要你告诉我哪里有时间表，我没有去，我只是看了时间表后被恶心到了。不管你们时间写的再明白，这样的营业方式遭受的批评就该接受。还非要在那狡辩。想想那些来了费尔班克斯，但是期间没有周末的人？是不是被恶心到了？很失望阿拉斯加人这么懒。,关门吧，别他妈周末才开门恶心人。  Re. 我不需要你告诉我哪里有时间表，我没有去，我只是看了时间表后被恶心到了。不管你们时间写的再明白，这样的营业方式遭受的批评就该接受。还非要在那狡辩。想想那些来了费尔班克斯，但是期间没有周末的人？是不是被恶心到了？很失望阿拉斯加人这么懒。
codedlang:719:01,Crowd-AI-Lab/CodedLang,719,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,美式泰餐是最好的形容。冬阴功都tm是甜的。,美式泰餐是最好的形容。冬阴功都他妈是甜的。
codedlang:720:01,Crowd-AI-Lab/CodedLang,720,tmd,tmd,tmd,tmd,他妈的,他妈的,ta1 ma1 de,tˌiːˌɛmdˈiː,tˌiːˌɛmdˈiː,tʰa˥ ma˥ tɤ,tʰa˥ ma˥ tɤ,否,[],official_dictionary_casefold,语音替代,phonetic,tmd,ta1 ma1 de,ˈti ˈɛm ti,tʰa˥ ma˥ tɤ,tmd太好吃了 还便宜!!,他妈的太好吃了 还便宜!!
codedlang:721:01,Crowd-AI-Lab/CodedLang,721,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,巨tm 好吃,巨他妈 好吃
codedlang:722:01,Crowd-AI-Lab/CodedLang,722,tm,tm,tm,tm,他妈,他妈,ta1 ma1,tˌiːˈɛm,tˌiːˈɛm,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,语音替代,phonetic,tm,ta1 ma1,ˈti ˈɛm,tʰa˥ ma˥,狮子头贼贼贼贼(tm)好吃！！！！,狮子头贼贼贼贼(他妈)好吃！！！！
codedlang:723:01,Crowd-AI-Lab/CodedLang,723,好次,好次,好次,hao3 ci4,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ tsʰɹ̩˥˩,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,hao3 ci4,hao3 chi1,xau̯˧˩˧ tsʰɹ̩˥˩,xau̯˧˩˧ ʈʂʰɻ̩˥,麻辣烫比烧烤好次,麻啦烫比烧烤好吃
