fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review,source_instance_count,source_review_ids,deduplication_key,split
codedlang:729:01,Crowd-AI-Lab/CodedLang,729,diao,diao,diao,diao,屌,屌,diao,tiɑʊ,tiɑʊ,tiɑʊ,tiɑʊ,否,[],official_dictionary_casefold,语音替代,phonetic,diao,diao3,tjau̯,tjau̯˧˩˧,"慕名而来 我老公吃完：""diao玩意儿真tm难吃，cao！"" 价格偏高 真要吃的话 吃自助吧","慕名而来 我老公吃完：""屌玩意儿真他妈难吃，操！"" 价格偏高 真要吃的话 吃自助吧",1,"[""729""]",diao -> 屌,train
codedlang:810:02,Crowd-AI-Lab/CodedLang,810,叨尼,叨尼,叨尼,dao ni,屌你,屌你,diao ni,tɑʊ ni,tɑʊ ni,tiɑʊ ni,tiɑʊ ni,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, orthographic",dao1 ni2,diao3 ni3,tau̯˥ ni˧˥,tjau̯˧˩˧ ni˧˩˧,今天问两个排列东西员工，个个臭着脸不回应，艹他妈的，像家里死人了，家里死人了就不要出要做工，叨尼老母,今天问两个排列东西员工，个个臭着脸不回应，草他妈的，像家里死人了，家里死人了就不要出要做工，屌你老母,1,"[""810""]",叨尼 -> 屌你,train
codedlang:117:01,Crowd-AI-Lab/CodedLang,117,碉堡,碉堡,碉堡,diao bao,屌爆,屌爆,diao bao,tiɑʊ pɑʊ,tiɑʊ pɑʊ,tiɑʊ pɑʊ,tiɑʊ pɑʊ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,diao1 bao3,diao3 bao4,tjau̯˥ pau̯˧˩˧,tjau̯˧˩˧ pau̯˥˩,点那个beef noodle pho记得加大骨。国内水平的饭店。这实在是能给美国饭店的最高评价了。ps，同伴让我补一句，这家汤面碉堡了。,点那个逼eef noodle pho记得加大骨。国内水平的饭店。这实在是能给美国饭店的最高评价了。ps，同伴让我补一句，这家汤面屌爆了。,2,"[""117"", ""506""]",碉堡 -> 屌爆,train
codedlang:239:03,Crowd-AI-Lab/CodedLang,239,shi,shi,shi,shi,屎,屎,shi,ʂɻ̩,ʂɻ̩,ʂɻ̩,ʂɻ̩,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",shi,shi3,ʂɻ̩,ʂɻ̩˧˩˧,到加州的第一顿饭，简直失望透顶。就不说服务员等了十分钟才tm的上水，这14刀的拉面直接就给你上泡面加水饺也是我头一回见。再吐槽一下本地人的口味吧，这尼玛也能4.7星，他们平常吃的都是shi 吗？,到加州的第一顿饭，简直失望透顶。就不说服务员等了十分钟才他妈的上水，这14刀的拉面直接就给你上泡面加水饺也是我头一回见。再吐槽一下本地人的口味吧，这你妈也能4.7星，他们平常吃的都是屎 吗？,1,"[""239""]",shi -> 屎,train
codedlang:358:01,Crowd-AI-Lab/CodedLang,358,帅锅,帅锅,帅锅,shuai guo,帅哥,帅哥,shuai ge,ʂuai kuɔ,ʂuai kuɔ,ʂuai kɤ,ʂuai kɤ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,shuai4 guo1,shuai4 ge1,ʂwai̯˥˩ kwo˥,ʂwai̯˥˩ kɤ˥,前台帅锅服务不错！,前台帅哥服务不错！,1,"[""358""]",帅锅 -> 帅哥,train
codedlang:608:01,Crowd-AI-Lab/CodedLang,608,gan,gan,gan,gan,干,干,gan,kan,kan,kan,kan,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",gan,gan4,kan,ka˥˩n,不爱干服务员就别干啊，跟欠gan一样，小标子曼。sb,不爱干服务员就别干啊，跟欠干一样，小婊子们。傻逼,1,"[""608""]",gan -> 干,train
codedlang:749:01,Crowd-AI-Lab/CodedLang,749,幸胡,幸胡,幸胡,xing hu,幸福,幸福,xing fu,ɕiŋ xu,ɕiŋ xu,ɕiŋ fu,ɕiŋ fu,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",xing4 hu2,xing4 fu2,ɕi˥˩ŋ xu˧˥,ɕi˥˩ŋ fu˧˥,这里牛排的口味偏国内，不用跑国内也能吃到！！幸胡shi了😝😝,这里牛排的口味偏国内，不用跑国内也能吃到！！幸福死了😝😝,1,"[""749""]",幸胡 -> 幸福,train
codedlang:72:01,Crowd-AI-Lab/CodedLang,72,开森,开森,开森,kai sen,开心,开心,kai xin,kʰai sən,kʰai sən,kʰai ɕin,kʰai ɕin,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,kai1 sen1,kai1 xin1,kʰai̯˥ sə˥n,kʰai̯˥ ɕi˥n,开森,开心,4,"[""72"", ""221"", ""307"", ""473""]",开森 -> 开心,train
codedlang:53:01,Crowd-AI-Lab/CodedLang,53,墙裂,墙裂,墙裂,qiang lie,强烈,强烈,qiang lie,tɕʰiɑŋ liɛ,tɕʰiɑŋ liɛ,tɕʰiɑŋ liɛ,tɕʰiɑŋ liɛ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,超级好吃！！！！！！墙裂推荐，还有lady  M的抹茶千层，芝加哥也还有一家 但是每次排队都要排很久，这家我们提前订了，直接去就吃了。,超级好吃！！！！！！强烈推荐，还有lady  M的抹茶千层，芝加哥也还有一家 但是每吃排队都要排很久，这家我们提前订了，直接去就吃了。,28,"[""53"", ""73"", ""84"", ""93"", ""96"", ""104"", ""109"", ""112"", ""113"", ""131"", ""175"", ""195"", ""211"", ""212"", ""215"", ""246"", ""312"", ""323"", ""325"", ""333"", ""345"", ""372"", ""391"", ""411"", ""412"", ""437"", ""468"", ""476""]",墙裂 -> 强烈,train
codedlang:196:01,Crowd-AI-Lab/CodedLang,196,hen,hen,hen,hen,很,很,hen,xən,xən,xən,xən,否,[],official_dictionary_casefold,语音替代,phonetic,hen,hen3,xən,xə˧˩˧n,我覺得這間店不錯，特別是他的雞柳hen好ㄘ，根本不像其他美國人吃得乾雞柳。我個人是很愛吃辣，所以對於這裡個菜色都還蠻愛的。 這裡尖峰時間停車有點不方便，也不能預約只能排隊等，所以能晚一點點來會比較好。也建議大概最多四個人，不然會排很久才會有大桌子，兩個人的話就會快很多但是難點菜，所以四個人是個不錯的人數。,我覺得這間店不錯，特別是他的雞柳很好吃，根本不像其他美國人吃得乾雞柳。我個人是很愛吃啦，所以對於這裡個菜色都還蠻愛的。 這裡尖峰時間停車有點不方便，也不能預約只能排隊等，所以能晚一點點來會比較好。也建議大概最多四個人，不然會排很久才會有大桌子，兩個人的話就會快很多但是難點菜，所以四個人是個不錯的人數。,1,"[""196""]",hen -> 很,train
codedlang:132:01,Crowd-AI-Lab/CodedLang,132,赶脚,赶脚,赶脚,gan jiao,感觉,感觉,gan jue,kan tɕiɑʊ,kan tɕiɑʊ,kan tɕyɛ,kan tɕyɛ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,gan3 jiao3,gan3 jue2,ka˧˩˧n tɕjau̯˧˩˧,ka˧˩˧n tɕɥe˧˥,感谢色色团队的每一个员工、服务团超级给力。摄影技术一流，造型完美、服务周到。体验感超级棒！👍 说一下总体感受， 摄影师小智很有经验，拍照氛围很轻松、感觉到位，很专业赶脚。 化妆师Chloe 温柔细心、服务周到。Jen和红姐的服务态度非常好，很有耐心。很棒的团队、推荐。,感谢色色团队的每一个员工、服务团超级给力。摄影技术一流，造型完美、服务周到。体验感超级棒！👍 说一下总体感受， 摄影师小智很有经验，拍照氛围很轻松、感觉到位，很专业感觉。 化妆师Chloe 温柔细心、服务周到。Jen和红姐的服务态度非常好，很有耐心。很棒的团队、推荐。,8,"[""132"", ""150"", ""189"", ""243"", ""365"", ""458"", ""459"", ""507""]",赶脚 -> 感觉,train
codedlang:888:01,Crowd-AI-Lab/CodedLang,888,懵B,懵B,懵B,meng B,懵逼,懵逼,meng bi,mɤŋ bˈiː,mɤŋ bˈiː,mɤŋ pi,mɤŋ pi,否,[],official_dictionary_casefold,语音替代,phonetic,meng3 B,meng3 bi1,mə˧˩˧ŋ pi˥,mə˧˩˧ŋ pi˥,总体来说，服务员不够专业，不会介绍菜单，第一次进去一脸懵B！我们2个大人到着2个6，7岁的小孩，点了一个4人套餐$188，小孩吃得小，我们还刻意问的服务员会不会吃不完，她说应该不会！实际是我们把那套餐吃完的时候肚子好像没吃什么一样！金鸡汤$22块真的不值得那价钱，反而$9块钱的麻辣牛肉汤还不错！A5肥牛口感不错，酒味很淡，那前妻喝2口之后就像喝没有糖的雪碧！old fashion 入口特甜，比在 Mott 32 的$3.5 差太多了，百香果千层蛋糕不错！,总体来说，服务员不够专业，不会介绍菜单，第一吃进去一脸懵逼！我们2个大人到着2个厉害，7岁的小孩，点了一个4人套餐$1不不，小孩吃得小，我们还刻意问的服务员会不会吃不完，她说应该不会！实际是我们把那套餐吃完的时候肚子好像没吃什么一样！金鸡汤$22块真的不值得那价钱，反而$9块钱的麻啦牛肉汤还不错！A5肥牛口感不错，酒味很淡，那前妻喝2口之后就像喝没有糖的雪碧！old fa屎on 入口特甜，比在 Mott 32 的$3.5 差太多了，百香果千层蛋糕不错！,1,"[""888""]",懵B -> 懵逼,train
codedlang:832:02,Crowd-AI-Lab/CodedLang,832,偶,偶,偶,ou,我,我,wo,oʊ,oʊ,uɔ,uɔ,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone",ou3,wo3,ou̯˧˩˧,wo˧˩˧,美好滴住宿經驗～ 1.早餐滴女服務生很熱情 發現偶不會用鬆餅機 主動過來教學 在她熱情滴推薦下 也試了加料滴熱燕麥粥  2.通常吃到飽滴早餐是不能外帶滴 但在這兒有例外 咖啡喝到飽還可外帶 而且還有低咖啡因可供選擇  3.房間內滴景觀就非常好 拉開床簾直接可以看到Glen Dam 如果房間看不到也沒關係 吃早餐或是接待大廳 有的是機會  4.待一晚嚐了櫃檯推薦滴二家餐廳 各有特色及美味  5.床很好睡 房內有多幅羚羊峽谷滴攝影作品 真滴很美  6.蓮蓬頭滴水柱很強 可惜是固定式的 這與偶們平時使用相比沒那麼順手 但淋浴間限水坡度明顯 就算水柱強也不用擔心積水問題  7.停車格不多 偶們比較晚入住發現大家都靠創意停車 所以別忘了要給櫃檯正確滴車陪號碼 以免被誤認為外車,美好的住宿經驗～ 1.早餐的女服務生很熱情 發現我不會用鬆餅機 主動過來教學 在她熱情的推薦下 也試了加料的熱燕麥粥  2.通常吃到飽的早餐是不能外帶的 但在這兒有例外 咖啡喝到飽還可外帶 而且還有低咖啡因可供選擇  3.房間內的景觀就非常好 拉開床簾直接可以看到Glen 啲am 如果房間看不到也沒關係 吃早餐或是接待大廳 有的是機會  4.待一晚嚐了櫃檯推薦的二家餐廳 各有特色及美味  5.床很好睡 房內有多幅羚羊峽谷的攝影作品 真的很美  厉害.蓮蓬頭的水柱很強 可惜是固定式的 這與我們平時使用相比沒那麼順手 但淋浴間限水坡度明顯 就算水柱強也不用擔心積水問題  7.停車格不多 我們比較晚入住發現大家都靠創意停車 所以別忘了要給櫃檯正確的車陪號碼 以免被誤認為外車,1,"[""832""]",偶 -> 我,train
codedlang:622:02,Crowd-AI-Lab/CodedLang,622,偶們,偶們,偶們,ou men,我們,我們,wo men,oʊ mən,oʊ mən,uɔ mən,uɔ mən,否,[],official_dictionary_casefold,非词汇同音词,"ambiguous_homophone, non_lexical_homophone",ou3 men,wo3 men,ou̯˧˩˧ mən,wo˧˩˧ mən,遇到說中文滴店員 總算搞定網路了(耶)  其實偶們前一晚就來過 不過店家打烊時間較隔壁早 所以有需求真滴還是要趁早挖,遇到說中文的店員 總算搞定網路了(耶)  其實我們前一晚就來過 不過店家打烊時間較隔壁早 所以有需求真的還是要趁早哇,7,"[""622"", ""641"", ""827"", ""832"", ""833"", ""845"", ""876""]",偶們 -> 我們,train
codedlang:205:06,Crowd-AI-Lab/CodedLang,205,我就去年买了块表,我就去年买了块表,我就去年买了块表,wo jiu qu nian mai le kuai biao,我就去你妈了个逼,我就去你妈了个逼,wo jiu qu ni ma le ge bi,uɔ tɕiou tɕʰy niɛn mai lɤ kʰuai piɑʊ,uɔ tɕiou tɕʰy niɛn mai lɤ kʰuai piɑʊ,uɔ tɕiou tɕʰy ni ma lɤ kɤ pi,uɔ tɕiou tɕʰy ni ma lɤ kɤ pi,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone, orthographic, phonetic",wo3 jiu4 qu4 nian2 mai3 le kuai4 biao3,wo3 jiu4 qu4 ni3 ma1 le ge4 bi1,wo˧˩˧ tɕjou̯˥˩ tɕʰy˥˩ njɛ˧˥n mai̯˧˩˧ lɤ kʰwai̯˥˩ pjau̯˧˩˧,wo˧˩˧ tɕjou̯˥˩ tɕʰy˥˩ ni˧˩˧ ma˥ lɤ kɤ˥˩ pi˥,里面有个岁数一看就尼玛中年油腻男还当服务员，真给你玛长脸了，SB我就去年买了块表的，镇jb想弄你这个biang艹的。,里面有个岁数一看就你妈中年油腻男还当服务员，真给你妈长脸了，SB我就去你妈了个逼的，真鸡巴想弄你这个逼iang草的。,1,"[""205""]",我就去年买了块表 -> 我就去你妈了个逼,train
codedlang:859:01,Crowd-AI-Lab/CodedLang,859,卧怂,卧怂,卧怂,wo song,我怂,我怂,wo song,uɔ sʊŋ,uɔ sʊŋ,uɔ sʊŋ,uɔ sʊŋ,否,[],official_dictionary_casefold,非词汇同音词,"ambiguous_homophone, non_lexical_homophone",wo4 song3,wo3 song3,wo˥˩ sʊ˧˩˧ŋ,wo˧˩˧ sʊ˧˩˧ŋ,卧怂美滴狠！,我怂美的狠！,1,"[""859""]",卧怂 -> 我怂,train
codedlang:895:01,Crowd-AI-Lab/CodedLang,895,我擦,我擦,我擦,wo ca,我操,我操,wo cao,uɔ tsʰa,uɔ tsʰa,uɔ tsʰɑʊ,uɔ tsʰɑʊ,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,wo3 ca1,wo3 cao1,wo˧˩˧ tsʰa˥,wo˧˩˧ tsʰau̯˥,"2补充评论: 店家撒谎，我就是店里吃的，吃不完打包回来的。而且不会再去了。

1补充评论: 打包的饭菜今天吃的时候发现，我擦有虫子在里面，回锅肉。

这是一家平衡了中外味道的国际川菜餐厅，菜品味道ok，有点咸，咸的食物谁都能做。如果你是追求接近川菜口味的食客，最好另择他处，如果你是想让孩子或朋友试试中国菜的味道，可以试试。!!!千万别点担担面，不是那玩意儿。","2补充评论: 店家撒谎，我就是店里吃的，吃不完打包回来的。而且不会再去了。

1补充评论: 打包的饭菜今天吃的时候发现，我操有虫子在里面，回锅肉。

这是一家平衡了中外味道的国际川菜餐厅，菜品味道ok，有点咸，咸的食物谁都能做。如果你是追求接近川菜口味的食客，最好另择他处，如果你是想让孩子或朋友试试中国菜的味道，可以试试。!!!千万别点担担面，不是那玩意儿。",2,"[""895"", ""898""]",我擦 -> 我操,train
codedlang:646:01,Crowd-AI-Lab/CodedLang,646,wcnm,wcnm,wcnm,wcnm,我操你妈,我操你妈,wo cao ni ma,dˌʌbəljˌuːsˌiːˌɛnˈɛm,dˌʌbəljˌuːsˌiːˌɛnˈɛm,uɔ tsʰɑʊ ni ma,uɔ tsʰɑʊ ni ma,否,[],official_dictionary_casefold,语音替代,phonetic,wcnm,wo3 cao1 ni3 ma1,ˈdəbəɫju ˈsi ˈɛn ˈɛm,wo˧˩˧ tsʰau̯˥ ni˧˩˧ ma˥,west village wcnm听见了没 wcnm! 我每个月交32刀不是让你在final week给我断网的好吧,west village 我操你妈听见了没 我操你妈! 我每个月交32刀不是让你在final week给我断网的好吧,1,"[""646""]",wcnm -> 我操你妈,train
codedlang:645:01,Crowd-AI-Lab/CodedLang,645,wrnmmp,wrnmmp,wrnmmp,wrnmmp,我日你妈卖批,我日你妈卖批,wo ri ni ma mai pi,dˌʌbəljˌuːˌɑːɹˈɛnˌɛmˌɛmpˈiː,dˌʌbəljˌuːˌɑːɹˈɛnˌɛmˌɛmpˈiː,uɔ ɻɻ̩ ni ma mai pʰi,uɔ ɻɻ̩ ni ma mai pʰi,否,[],official_dictionary_casefold,语音替代,phonetic,wrnmmp,wo3 ri4 ni3 ma1 mai4 pi1,ˈdəbəɫju ˈɑɹ ˈɛn ˈɛm ˈɛm ˈpi,wo˧˩˧ ɻɻ̩˥˩ ni˧˩˧ ma˥ mai̯˥˩ pʰi˥,服务差的一逼 经理不服务 经理干嘛的？？一堆人在地下晃悠来晃悠去 嘻嘻哈哈 客人等了一下午 最后服务5分钟 还没解决问题 说要不您下次再来 wrnmmp  也就是和谐社会救了你们,服务差的一逼 经理不服务 经理干嘛的？？一堆人在地下晃悠来晃悠去 嘻嘻哈哈 客人等了一下午 最后服务5分钟 还没解决问题 说要不您下吃再来 我日你妈卖批  也就是和谐社会救了你们,1,"[""645""]",wrnmmp -> 我日你妈卖批,train
codedlang:896:01,Crowd-AI-Lab/CodedLang,896,抠jio,抠jio,抠jio,kou jio,抠脚,抠脚,kou jiao,kʰoʊ tɕiɔ,kʰoʊ tɕiɔ,kʰoʊ tɕiɑʊ,kʰoʊ tɕiɑʊ,否,[],official_dictionary_casefold,语音替代,phonetic,kou1 jio,kou1 jiao3,kʰóʊ̯.t͡ɕi.ɔ,kʰóʊ̯.t͡ɕjɑ̀ʊ̯,"casa enrique
mexican cuisine
俺家墨西哥裔的chef m的最爱

他家的各色taco确实好吃，玉米饼柔韧热乎，自带一种tortilla独有的清香。自制的三种table sauce也都别有风味，server说的太快环境太吵我真的记不住名字，第一种足够辣，第二个是偏烟熏的甜辣，第三个应该是tomatillo salsa verde，也有一种淡淡的烟熏味。ceviche本身没有很出彩，但是配的大的烘烤tortilla真的巨香，我配着sauce全吃完了。可能也是饿了一天所以觉得appetizer分量都不大。

主菜是lamb shank，分量很大，胃口小的建议两个人share

甜品吃了用三种奶做的tres leches，server推荐的，味道本身还马马虎虎，特地点了horchata来喝，一种用油莎草，大米和其他谷物做成的历史悠久的饮料，非常特别，有一种谷物的淡淡甜香和充满口腔的根茎类植物独有的粉感，有点像葛粉，还不错。

服务不错，至少满座的情况下我一个半小时内能吃完三个course，server很nice，气氛比较casual，隔壁桌的大妹子后期一直偷偷在桌子底下在抠jio，为他们桌的卫生状况担忧。

总体来说还可以，就是位子很难定，因为离家近所以大概会带着娘再来一次吧。","casa enrique
mexican cuisine
俺家墨西哥裔的chef m的最爱

他家的各色taco确实好吃，玉米饼柔韧热乎，自带一种tortilla独有的清香。自制的三种ta逼le sauce也都别有风味，server说的太快环境太吵我真的记不住名字，第一种足够啦，第二个是偏烟熏的甜啦，第三个应该是tomatillo salsa verde，也有一种淡淡的烟熏味。ceviche本身没有很出彩，但是配的大的烘烤tortilla真的巨香，我配着sauce全吃完了。可能也是饿了一天所以觉得appetizer分量都不大。

主菜是lam逼 shank，分量很大，胃口小的建议两个人share

甜品吃了用三种奶做的tres leches，server推荐的，味道本身还马马虎虎，特地点了horchata来喝，一种用油莎草，大米和其他谷物做成的历史悠久的饮料，非常特别，有一种谷物的淡淡甜香和充满口腔的根茎类植物独有的粉感，有点像葛粉，还不错。

服务不错，至少满座的情况下我一个半小时内能吃完三个course，server很nice，气氛比较casual，隔壁桌的大妹子后期一直偷偷在桌子底下在抠脚，为他们桌的卫生状况担忧。

总体来说还可以，就是位子很难定，因为离家近所以大概会带着娘再来一吃吧。",1,"[""896""]",抠jio -> 抠脚,train
codedlang:341:03,Crowd-AI-Lab/CodedLang,341,抠b,抠b,抠b,kou b,抠逼,抠逼,kou bi,kʰoʊ bˈiː,kʰoʊ bˈiː,kʰoʊ pi,kʰoʊ pi,否,[],official_dictionary_casefold,语音替代,non_lexical_homophone,kou1 b,kou1 bi1,kʰou̯˥i pi˥,kʰou̯˥ pi˥,越来越糟 盲目扩张之典范。结果就是：面不是那个面了，馅儿不是那个馅儿了，皮也特么不是那个皮了（特色煎包现在什么几把玩意）。我听说现在店员厨师统统因为rediculous的低薪而跳走，作坊小店的抠b管理思维终归搞不来野心的连锁店。,越来越糟 盲目扩张之典范。结果就是：面不是那个面了，馅儿不是那个馅儿了，皮也他妈不是那个皮了（特色煎包现在什么鸡巴玩意）。我听说现在店员厨师统统因为rediculous的低薪而跳走，作坊小店的抠逼管理思维终归搞不来野心的连锁店。,1,"[""341""]",抠b -> 抠逼,train
codedlang:886:01,Crowd-AI-Lab/CodedLang,886,捞B,捞B,捞B,lao B,捞逼,捞逼,lao bi,lɑʊ bˈiː,lɑʊ bˈiː,lɑʊ pi,lɑʊ pi,否,[],official_dictionary_casefold,语音替代,phonetic,lao1 B,lao1 bi1,lau̯˥ pi˥,lau̯˥ pi˥,Worst apartment ever. Stupid speed bumps. 垃圾小区 拖住户的车 小偷多 减速带又高又多又恶心  小区物业不管事 天天罚款 捞B,Worst apar他妈ent ever. Stupid speed 逼umps. 垃圾小区 拖住户的车 小偷多 减速带又高又多又恶心  小区物业不管事 天天罚款 捞逼,1,"[""886""]",捞B -> 捞逼,train
codedlang:729:03,Crowd-AI-Lab/CodedLang,729,cao,cao,cao,cao,操,操,cao,tsʰɑʊ,tsʰɑʊ,tsʰɑʊ,tsʰɑʊ,否,[],official_dictionary_casefold,语音替代,phonetic,cao,cao1,tsʰau̯,tsʰau̯˥,"慕名而来 我老公吃完：""diao玩意儿真tm难吃，cao！"" 价格偏高 真要吃的话 吃自助吧","慕名而来 我老公吃完：""屌玩意儿真他妈难吃，操！"" 价格偏高 真要吃的话 吃自助吧",1,"[""729""]",cao -> 操,train
codedlang:880:01,Crowd-AI-Lab/CodedLang,880,ctm,ctm,ctm,ctm,操他妈,操他妈,cao ta ma,sˌiːtˌiːˈɛm,sˌiːtˌiːˈɛm,tsʰɑʊ tʰa ma,tsʰɑʊ tʰa ma,否,[],official_dictionary_casefold,语音替代,phonetic,ctm,cao1 ta1 ma1,ˈsi ˈti ˈɛm,tsʰau̯˥ tʰa˥ ma˥,ctm卸货太慢了 几个板卸了好几个小时,操他妈卸货太慢了 几个板卸了好几个小时,1,"[""880""]",ctm -> 操他妈,train
codedlang:805:01,Crowd-AI-Lab/CodedLang,805,cnm,cnm,cnm,cnm,操你妈,操你妈,cao ni ma,sˌiːˌɛnˈɛm,sˌiːˌɛnˈɛm,tsʰɑʊ ni ma,tsʰɑʊ ni ma,否,[],official_dictionary_casefold,语音替代,phonetic,cnm,cao1 ni3 ma1,ˈsi ˈɛn ˈɛm,tsʰau̯˥ ni˧˩˧ ma˥,真的很垃圾 嗨不起来 小偷很多 钱包被偷了 保安也不管 ！ 歧视我们亚洲人 cnm ！,真的很垃圾 嗨不起来 小偷很多 钱包被偷了 保安也不管 ！ 歧视我们亚洲人 操你妈 ！,2,"[""805"", ""806""]",cnm -> 操你妈,train
codedlang:129:01,Crowd-AI-Lab/CodedLang,129,草泥马,草泥马,草泥马,cao ni ma,操你妈,操你妈,cao ni ma,tsʰɑʊ ni ma,tsʰɑʊ ni ma,tsʰɑʊ ni ma,tsʰɑʊ ni ma,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,cao3 ni2 ma3,cao1 ni3 ma1,tsʰau̯˧˩˧ ni˧˥ ma˧˩˧,tsʰau̯˥ ni˧˩˧ ma˥,本来想去医院拔智齿，给我来一顿操作，量了个血压，带上手套摸了一下我智齿，收费我250刀。真是草泥马了。煞笔美国医疗。傻煞笔医院。,本来想去医院拔智齿，给我来一顿操作，量了个血压，带上手套摸了一下我智齿，收费我250刀。真是操你妈了。傻逼美国医疗。傻傻逼医院。,15,"[""129"", ""157"", ""168"", ""198"", ""240"", ""245"", ""352"", ""384"", ""385"", ""394"", ""429"", ""431"", ""432"", ""440"", ""467""]",草泥马 -> 操你妈,train
codedlang:483:02,Crowd-AI-Lab/CodedLang,483,Cnmm,Cnmm,Cnmm,Cnmm,操你妈妈,操你妈妈,cao ni ma ma,sˌiːˌɛnˌɛmˈɛm,sˌiːˌɛnˌɛmˈɛm,tsʰɑʊ ni ma ma,tsʰɑʊ ni ma ma,否,[],official_dictionary_casefold,语音替代,"ambiguous_homophone, phonetic",Cnmm,cao1 ni3 ma1 ma1,ˈsi ˈɛn ˈɛm ˈɛm,tsʰau̯˥ ni˧˩˧ ma˥ ma˥,我在这儿住了两年 这个地方是的沾点 物业和office所有人加起来凑不齐一个妈 刚来的时候你就跟他们爹一样 现在我moveout了 我成了尼玛币孙子了 押金您交了 就甭想再要回来了 Cnmm,我在这儿住了两年 这个地方是的沾点 物业和office所有人加起来凑不齐一个妈 刚来的时候你就跟他们爹一样 现在我moveout了 我成了你妈逼孙子了 押金您交了 就甭想再要回来了 操你妈妈,1,"[""483""]",Cnmm -> 操你妈妈,train
codedlang:47:01,Crowd-AI-Lab/CodedLang,47,盆友,盆友,盆友,pen you,朋友,朋友,peng you,pʰən iou,pʰən iou,pʰɤŋ iou,pʰɤŋ iou,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,pen2 you3,peng2 you3,pʰə˧˥n jou̯˧˩˧,pʰə˧˥ŋ jou̯˧˩˧,这家餐厅真的很不错 我和盆友点了必点的龙虾和雪蟹 很新鲜 超好吃.  龙虾做的真的很好！！！,这家餐厅真的很不错 我和朋友点了必点的龙虾和雪蟹 很新鲜 超好吃.  龙虾做的真的很好！！！,17,"[""47"", ""58"", ""63"", ""66"", ""80"", ""152"", ""154"", ""172"", ""229"", ""247"", ""251"", ""344"", ""355"", ""388"", ""448"", ""497"", ""522""]",盆友 -> 朋友,train
codedlang:749:02,Crowd-AI-Lab/CodedLang,749,shi了,shi了,shi了,shi le,死了,死了,si le,ʂɻ̩ lɤ,ʂɻ̩ lɤ,sɹ̩ lɤ,sɹ̩ lɤ,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",shi le,si3 le,ʂɻ̩ lɤ,sɹ̩˧˩˧ lɤ,这里牛排的口味偏国内，不用跑国内也能吃到！！幸胡shi了😝😝,这里牛排的口味偏国内，不用跑国内也能吃到！！幸福死了😝😝,1,"[""749""]",shi了 -> 死了,train
codedlang:124:01,Crowd-AI-Lab/CodedLang,124,笔芯,笔芯,笔芯,bi xin,比心,比心,bi xin,pi ɕin,pi ɕin,pi ɕin,pi ɕin,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,bi3 xin1,bi3 xin1,pi˧˩˧ ɕi˥n,pi˧˩˧ ɕi˥n,"用李佳琪的口气来一句""OMG，这也太好吃了吧！！"" 休斯敦最好吃的烤鸭店，好吃的不止烤鸭(●—●) 拌面也好吃，红烧肉也好吃，份量还超级大。老板你要不要这么实在🤣 笔芯！","用李佳琪的口气来一句""OMG，这也太好吃了吧！！"" 休斯敦最好吃的烤鸭店，好吃的不止烤鸭(●—●) 拌面也好吃，红烧肉也好吃，份量还超级大。老板你要不要这么实在🤣 比心！",2,"[""124"", ""456""]",笔芯 -> 比心,train
