fragment_id,source_row_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,canonical_ipa,canonical_ipa_candidate,canonical_needs_manual_review,canonical_manual_review_reasons,ipa,ipa_candidate,needs_manual_review,manual_review_reasons,normalization_rules,macro_category,category,original_variant_text,original_canonical_text
pcr-374#1:01,pcr-374#1,木凳口袋,木凳口袋,木凳口袋,mu4 deng4 kou3 dai4,目瞪口呆,目瞪口呆,mu4 deng4 kou3 dai1,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥,否,,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥˩,mu˥˩ tɤŋ˥˩ kʰoʊ˨˩˦ tai˥˩,否,,[],拟音,歧义同音词,木凳口袋,目瞪口呆
pcr-15#1:01,pcr-15#1,菜4了,菜4了,菜四了,cai4 si4 le,菜死了,菜死了,cai4 si3 le,tsʰai˥˩ sɹ̩˨˩˦ lɤ,tsʰai˥˩ sɹ̩˨˩˦ lɤ,否,,tsʰai˥˩ sɹ̩˥˩ lɤ,tsʰai˥˩ sɹ̩˥˩ lɤ,否,,"[{""surface"": ""4"", ""text"": ""四""}]",拟音,语音符号替代,你的qq农场响了，菜4了,你的qq农场响了，菜死了
pcr-361#1:01,pcr-361#1,吃堡了,吃堡了,吃堡了,chi1 bao3 le,吃饱了,吃饱了,chi1 bao3 le,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,否,,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,ʈʂʰɻ̩˥ pɑʊ˨˩˦ lɤ,否,,[],拟音,歧义同音词,你是不是吃堡了,你是不是吃饱了
pcr-308#1:01,pcr-308#1,天鸡,天鸡,天鸡,tian1 ji1,天机,天机,tian1 ji1,tʰiɛn˥ tɕi˥,tʰiɛn˥ tɕi˥,否,,tʰiɛn˥ tɕi˥,tʰiɛn˥ tɕi˥,否,,[],拟音,非词汇同音词,天鸡不可泄露,天机不可泄露
pcr-146#1:01,pcr-146#1,tony带水,tony带水,tony带水,tony dai4 shui3,拖泥带水,拖泥带水,tuo1 ni2 dai4 shui3,tʰuɔ˥ ni˧˥ tai˥˩ ʂuei˨˩˦,tʰuɔ˥ ni˧˥ tai˥˩ ʂuei˨˩˦,否,,tˈəʊni tai˥˩ ʂuei˨˩˦,tˈəʊni tai˥˩ ʂuei˨˩˦,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,做事情tony带水,做事情拖泥带水
pcr-122#1:01,pcr-122#1,得姓,得姓,得姓,de2 xing4,德性,德性,de2 xing4,tɤ˧˥ ɕiŋ˥˩,tɤ˧˥ ɕiŋ˥˩,否,,tɤ˧˥ ɕiŋ˥˩,tɤ˧˥ ɕiŋ˥˩,否,,[],拟音,歧义同音词,看你那副得姓，真饿心。,看你那副德性，真恶心。
pcr-122#1:02,pcr-122#1,饿心,饿心,饿心,e4 xin1,恶心,恶心,e3 xin1,ɤ˨˩˦ ɕin˥,ɤ˨˩˦ ɕin˥,否,,ɤ˥˩ ɕin˥,ɤ˥˩ ɕin˥,否,,[],拟音,歧义同音词,看你那副得姓，真饿心。,看你那副德性，真恶心。
pcr-266#1:01,pcr-266#1,轻鹅易举,轻鹅易举,轻鹅易举,qing1 e2 yi4 ju3,轻而易举,轻而易举,qing1 er2 yi4 ju3,tɕʰiŋ˥ əɻ˧˥ i˥˩ tɕy˨˩˦,tɕʰiŋ˥ əɻ˧˥ i˥˩ tɕy˨˩˦,否,,tɕʰiŋ˥ ɤ˧˥ i˥˩ tɕy˨˩˦,tɕʰiŋ˥ ɤ˧˥ i˥˩ tɕy˨˩˦,否,,[],拟音,非词汇同音词,轻鹅易举,轻而易举
pcr-68#1:01,pcr-68#1,煤负沐,煤负沐,煤负沐,mei2 fu4 mu4,没父母,没父母,mei2 fu4 mu3,mei˧˥ fu˥˩ mu˨˩˦,mei˧˥ fu˥˩ mu˨˩˦,否,,mei˧˥ fu˥˩ mu˥˩,mei˧˥ fu˥˩ mu˥˩,否,,[],拟音,非词汇同音词,煤负沐,没父母
pcr-231#1:01,pcr-231#1,窝日尼m,窝日尼mo,窝日尼mo,wo1 ri4 ni2 mo,我日你妈,我日你妈,wo3 ri4 ni3 ma1,wɔ˨˩˦ ɻɻ̩˥˩ ni˨˩˦ ma˥,wɔ˨˩˦ ɻɻ̩˥˩ ni˨˩˦ ma˥,否,,wɔ˥ ɻɻ̩˥˩ ni˧˥ muɔ,wɔ˥ ɻɻ̩˥˩ ni˧˥ muɔ,否,,[],拟音,语音符号替代,窝日尼m,我日你妈
pcr-367#1:01,pcr-367#1,仙走一步,仙走一步,仙走一步,xian1 zou3 yi1 bu4,先走一步,先走一步,xian1 zou3 yi1 bu4,ɕiɛn˥ tsoʊ˨˩˦ i˥ pu˥˩,ɕiɛn˥ tsoʊ˨˩˦ i˥ pu˥˩,否,,ɕiɛn˥ tsoʊ˨˩˦ i˥ pu˥˩,ɕiɛn˥ tsoʊ˨˩˦ i˥ pu˥˩,否,,[],拟音,歧义同音词,仙走一步了,先走一步了
pcr-398#1:01,pcr-398#1,辣好吧,辣好吧,辣好吧,la4 hao3 ba,那好吧,那好吧,na4 hao3 ba,na˥˩ xɑʊ˨˩˦ pa,na˥˩ xɑʊ˨˩˦ pa,否,,la˥˩ xɑʊ˨˩˦ pa,la˥˩ xɑʊ˨˩˦ pa,否,,[],拟音,非词汇同音词,辣好吧，就这样吧,那好吧，就这样吧
pcr-219#1:01,pcr-219#1,你这个咋种,你这个咋种,你这个咋种,ni3 zhe4 ge za3 zhong3,你这个杂种,你这个杂种,ni3 zhe4 ge za2 zhong3,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˧˥ ʈʂʊŋ˨˩˦,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˧˥ ʈʂʊŋ˨˩˦,否,,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˨˩˦ ʈʂʊŋ˨˩˦,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˨˩˦ ʈʂʊŋ˨˩˦,否,,[],拟音,非词汇同音词,我是种地的你这个咋种,我是种地的，你这个杂种
pcr-27#1:01,pcr-27#1,珍妮玛士多,珍妮玛士多,珍妮玛士多,zhen1 ni1 ma3 shi4 duo1,真你妈事多,真你妈事多,zhen1 ni3 ma1 shi4 duo1,ʈʂən˥ ni˨˩˦ ma˥ ʂɻ̩˥˩ tuɔ˥,ʈʂən˥ ni˨˩˦ ma˥ ʂɻ̩˥˩ tuɔ˥,否,,ʈʂən˥ ni˥ ma˨˩˦ ʂɻ̩˥˩ tuɔ˥,ʈʂən˥ ni˥ ma˨˩˦ ʂɻ̩˥˩ tuɔ˥,否,,[],拟音,歧义同音词,你是亚里士多德的妹妹，珍妮玛士多吗？,你是亚里士多德的妹妹，真你妈事多吗？
pcr-187#1:01,pcr-187#1,wo c,wo ci,wo ci,wo ci,我操,我操,wo3 cao1,wɔ˨˩˦ tsʰɑʊ˥,wɔ˨˩˦ tsʰɑʊ˥,否,,wɔ tsʰɹ̩,wɔ tsʰɹ̩,否,,[],拟音,语音符号替代,woc！老资有钱，别在评论区粑粑,我操！老子有钱，别在评论区叭叭
pcr-399#1:01,pcr-399#1,上海,上海,上海,shang4 hai3,伤害,伤害,shang1 hai4,ʂɑŋ˥ xai˥˩,ʂɑŋ˥ xai˥˩,否,,ʂɑŋ˥˩ xai˨˩˦,ʂɑŋ˥˩ xai˨˩˦,否,,[],拟音,歧义同音词,没有买卖就没有上海,没有买卖就没有伤害
pcr-105#1:01,pcr-105#1,zhuang了,zhuang了,zhuang了,zhuang le,装了,装了,zhuang1 le,ʈʂuɑŋ˥ lɤ,ʈʂuɑŋ˥ lɤ,否,,ʈʂuɑŋ lɤ,ʈʂuɑŋ lɤ,否,,[],拟音,语音符号替代,别再zhuang了，都知道你那副德行。,别再装了，都知道你那副德行。
pcr-1#1:01,pcr-1#1,勾史,勾史,勾史,gou1 shi3,狗屎,狗屎,gou3 shi3,koʊ˨˩˦ ʂɻ̩˨˩˦,koʊ˨˩˦ ʂɻ̩˨˩˦,否,,koʊ˥ ʂɻ̩˨˩˦,koʊ˥ ʂɻ̩˨˩˦,否,,[],拟音,非词汇同音词,希望你在学校好好吃饭不要勾史,希望你在学校好好吃饭不要狗屎
pcr-216#1:01,pcr-216#1,你比李时珍见啊,你比李时珍见啊,你比李时珍见啊,ni3 bi3 li3 shi2 zhen1 jian4 a,你比李时珍贱啊,你比李时珍贱啊,ni3 bi3 li3 shi2 zhen1 jian4 a,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,否,,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,否,,[],拟音,非词汇同音词,你比李时珍见啊,你比李时珍贱啊
pcr-489#1:01,pcr-489#1,gone she,gone she,gone she,gone she,关系,关系,guan1 xi4,kuan˥ ɕi˥˩,kuan˥ ɕi˥˩,否,,ɡˈɒn ʃiː,ɡˈɒn ʃiː,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,我们之间的gone she，是可以进一步了吗,我们之间的关系，是可以进一步了吗
pcr-80#1:01,pcr-80#1,皇到家了,皇到家了,皇到家了,huang2 dao4 jia1 le,黄到家了,黄到家了,huang2 dao4 jia1 le,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,否,,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,否,,[],拟音,歧义同音词,你真是嬴政回皇宫，皇到家了,你真是嬴政回皇宫，黄到家了
pcr-394#1:01,pcr-394#1,椒虑,椒虑,椒虑,jiao1 lv4,焦虑,焦虑,jiao1 lv4,tɕiɑʊ˥ ly˥˩,tɕiɑʊ˥ ly˥˩,否,,tɕiɑʊ˥ ly˥˩,tɕiɑʊ˥ ly˥˩,否,,[],拟音,非词汇同音词,大家都不要椒虑,大家都不要焦虑
pcr-21#1:01,pcr-21#1,全价4万,全价4万,全价四万,quan2 jia4 si4 wan4,全家死完,全家死完,quan2 jia1 si3 wan2,tɕʰyɛn˧˥ tɕia˥ sɹ̩˨˩˦ wan˧˥,tɕʰyɛn˧˥ tɕia˥ sɹ̩˨˩˦ wan˧˥,否,,tɕʰyɛn˧˥ tɕia˥˩ sɹ̩˥˩ wan˥˩,tɕʰyɛn˧˥ tɕia˥˩ sɹ̩˥˩ wan˥˩,否,,"[{""surface"": ""4"", ""text"": ""四""}]",拟音,语音符号替代,你真是64.5克的黄金，全价4万了。,你真是64.5克的黄金，全家死完了。
pcr-405#1:01,pcr-405#1,政钱,政钱,政钱,zheng4 qian2,挣钱,挣钱,zheng4 qian2,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,否,,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,否,,[],拟音,非词汇同音词,懂王在政治和金钱中选择了政钱,懂王在政治和金钱中选择了挣钱
pcr-354#1:01,pcr-354#1,郑在,郑在,郑在,zheng4 zai4,正在,正在,zheng4 zai4,ʈʂɤŋ˥˩ tsai˥˩,ʈʂɤŋ˥˩ tsai˥˩,否,,ʈʂɤŋ˥˩ tsai˥˩,ʈʂɤŋ˥˩ tsai˥˩,否,,[],拟音,歧义同音词,郑在过年,正在过年
pcr-427#1:01,pcr-427#1,6神无主,6神无主,六神无主,liu4 shen2 wu2 zhu3,六神无主,六神无主,liu4 shen2 wu2 zhu3,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,否,,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,否,,"[{""surface"": ""6"", ""text"": ""六""}]",拟音,语音符号替代,考试时不要6神无主,考试时不要六神无主
pcr-461#1:01,pcr-461#1,太婉了,太婉了,太婉了,tai4 wan3 le,太晚了,太晚了,tai4 wan3 le,tʰai˥˩ wan˨˩˦ lɤ,tʰai˥˩ wan˨˩˦ lɤ,否,,tʰai˥˩ wan˨˩˦ lɤ,tʰai˥˩ wan˨˩˦ lɤ,否,,[],拟音,歧义同音词,已经太婉了,已经太晚了
pcr-137#1:01,pcr-137#1,6,6,六,liu4,6,六,liu4,liou˥˩,liou˥˩,否,,liou˥˩,liou˥˩,否,,"[{""surface"": ""6"", ""text"": ""六""}]",拟音,语音符号替代,你真太6了，6到爆炸,你真太6了，6到爆炸
pcr-256#1:01,pcr-256#1,你的螂来了,你的螂来了,你的螂来了,ni3 de lang2 lai2 le,你的郎来了,你的郎来了,ni3 de lang2 lai2 le,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,否,,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,否,,[],拟音,歧义同音词,你的螂来了,你的郎来了
pcr-355#1:01,pcr-355#1,过乔米线,过乔米线,过乔米线,guo4 qiao2 mi3 xian4,过桥米线,过桥米线,guo4 qiao2 mi3 xian4,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,否,,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,否,,[],拟音,非词汇同音词,过乔米线,过桥米线
pcr-111#1:01,pcr-111#1,浮木,浮木,浮木,fu2 mu4,父母,父母,fu4 mu3,fu˥˩ mu˨˩˦,fu˥˩ mu˨˩˦,否,,fu˧˥ mu˥˩,fu˧˥ mu˥˩,否,,[],拟音,歧义同音词,你浮木真失败，养出你zh么个祸h。,你父母真失败，养出你这么个祸害。
pcr-391#1:01,pcr-391#1,脚头烂额,脚头烂额,脚头烂额,jiao3 tou2 lan4 e2,焦头烂额,焦头烂额,jiao1 tou2 lan4 e2,tɕiɑʊ˥ tʰoʊ˧˥ lan˥˩ ɤ˧˥,tɕiɑʊ˥ tʰoʊ˧˥ lan˥˩ ɤ˧˥,否,,tɕiɑʊ˨˩˦ tʰoʊ˧˥ lan˥˩ ɤ˧˥,tɕiɑʊ˨˩˦ tʰoʊ˧˥ lan˥˩ ɤ˧˥,否,,[],拟音,非词汇同音词,现在有点脚头烂额了,现在有点焦头烂额了
pcr-422#1:01,pcr-422#1,看的我蕉绿,看的我蕉绿,看的我蕉绿,kan4 de wo3 jiao1 lv4,看的我焦虑,看的我焦虑,kan4 de wo3 jiao1 lv4,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,否,,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,否,,[],拟音,非词汇同音词,这个就业率，看的我蕉绿,这个就业率，看的我焦虑
pcr-139#1:01,pcr-139#1,待批,待批,待批,dai4 pi1,呆逼,呆逼,dai1 bi1,tai˥ pi˥,tai˥ pi˥,否,,tai˥˩ pʰi˥,tai˥˩ pʰi˥,否,,[],拟音,歧义同音词,待批，纯是个待批,呆逼，纯是个呆逼
pcr-116#1:01,pcr-116#1,一坨10,一坨10,一坨一零,yi1 tuo2 yi1 ling2,一坨屎,一坨屎,yi1 tuo2 shi3,i˥ tʰuɔ˧˥ ʂɻ̩˨˩˦,i˥ tʰuɔ˧˥ ʂɻ̩˨˩˦,否,,i˥ tʰuɔ˧˥ i˥ liŋ˧˥,i˥ tʰuɔ˧˥ i˥ liŋ˧˥,否,,"[{""surface"": ""1"", ""text"": ""一""}, {""surface"": ""0"", ""text"": ""零""}]",拟音,语音符号替代,你真是一坨10，不值一提。,你真是一坨屎，不值一提。
pcr-350#1:01,pcr-350#1,1314,1314,一三一四,yi1 san1 yi1 si4,一生一世,一生一世,yi4 sheng1 yi2 shi4,i˥˩ ʂɤŋ˥ i˧˥ ʂɻ̩˥˩,i˥˩ ʂɤŋ˥ i˧˥ ʂɻ̩˥˩,否,,i˥ san˥ i˥ sɹ̩˥˩,i˥ san˥ i˥ sɹ̩˥˩,否,,"[{""surface"": ""1"", ""text"": ""一""}, {""surface"": ""3"", ""text"": ""三""}, {""surface"": ""1"", ""text"": ""一""}, {""surface"": ""4"", ""text"": ""四""}]",拟音,语音符号替代,我想和你1314在一起,我想和你一生一世在一起
pcr-309#1:01,pcr-309#1,回笼教,回笼教,回笼教,hui2 long2 jiao4,回笼觉,回笼觉,hui2 long2 jue2,xuei˧˥ lʊŋ˧˥ tɕyɛ˧˥,xuei˧˥ lʊŋ˧˥ tɕyɛ˧˥,否,,xuei˧˥ lʊŋ˧˥ tɕiɑʊ˥˩,xuei˧˥ lʊŋ˧˥ tɕiɑʊ˥˩,否,,[],拟音,歧义同音词,大家信教吗？我是“回笼教”的，我们的主要任务是睡觉。,大家信教吗？我是“回笼觉”的，我们的主要任务是睡觉。
pcr-351#1:01,pcr-351#1,汁倒,汁倒,汁倒,zhi1 dao4,知道,知道,zhi1 dao4,ʈʂɻ̩˥ tɑʊ˥˩,ʈʂɻ̩˥ tɑʊ˥˩,否,,ʈʂɻ̩˥ tɑʊ˥˩,ʈʂɻ̩˥ tɑʊ˥˩,否,,[],拟音,非词汇同音词,你汁倒的太多了,你知道的太多了
pcr-205#1:01,pcr-205#1,烙铁,烙铁,烙铁,lao4 tie3,老铁,老铁,lao3 tie3,lɑʊ˨˩˦ tʰiɛ˨˩˦,lɑʊ˨˩˦ tʰiɛ˨˩˦,否,,lɑʊ˥˩ tʰiɛ˨˩˦,lɑʊ˥˩ tʰiɛ˨˩˦,否,,[],拟音,歧义同音词,烙铁有点想让你噶,老铁有点想让你嘎
pcr-205#1:02,pcr-205#1,噶,噶,噶,ga2,嘎,嘎,ga1,ka˥,ka˥,否,,ka˧˥,ka˧˥,否,,[],拟音,歧义同音词,烙铁有点想让你噶,老铁有点想让你嘎
pcr-30#1:01,pcr-30#1,司马,司马,司马,si1 ma3,死妈,死妈,si3 ma1,sɹ̩˨˩˦ ma˥,sɹ̩˨˩˦ ma˥,否,,sɹ̩˥ ma˨˩˦,sɹ̩˥ ma˨˩˦,否,,[],拟音,歧义同音词,我叫上官南北，你叫司马东西？,我叫上官南北，你叫死妈东西？
pcr-83#1:01,pcr-83#1,风了,风了,风了,feng1 le,疯了,疯了,feng1 le,fɤŋ˥ lɤ,fɤŋ˥ lɤ,否,,fɤŋ˥ lɤ,fɤŋ˥ lɤ,否,,[],拟音,非词汇同音词,你铁定是风了,你铁定是疯了
pcr-488#1:01,pcr-488#1,4S点,4S点,四S点,si4 S dian3,4S店,四S店,si4 S dian4,sɹ̩˥˩ ˈɛs tiɛn˥˩,sɹ̩˥˩ ˈɛs tiɛn˥˩,否,,sɹ̩˥˩ ˈɛs tiɛn˨˩˦,sɹ̩˥˩ ˈɛs tiɛn˨˩˦,否,,"[{""surface"": ""4"", ""text"": ""四""}]",拟音,跨语言语音编码（含方言，可称非普通话音近）,笑死了！4S点的car fee不免费,笑死了！4S店的咖啡不免费
pcr-488#1:02,pcr-488#1,car fee,car fee,car fee,car fee,咖啡,咖啡,ka1 fei1,kʰa˥ fei˥,kʰa˥ fei˥,否,,kˈɑː fˈiː,kˈɑː fˈiː,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,笑死了！4S点的car fee不免费,笑死了！4S店的咖啡不免费
pcr-467#1:01,pcr-467#1,9494,9494,九四九四,jiu3 si4 jiu3 si4,就是就是,就是就是,jiu4 shi4 jiu4 shi4,tɕiou˥˩ ʂɻ̩˥˩ tɕiou˥˩ ʂɻ̩˥˩,tɕiou˥˩ ʂɻ̩˥˩ tɕiou˥˩ ʂɻ̩˥˩,否,,tɕiou˨˩˦ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩,tɕiou˨˩˦ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩,否,,"[{""surface"": ""9"", ""text"": ""九""}, {""surface"": ""4"", ""text"": ""四""}, {""surface"": ""9"", ""text"": ""九""}, {""surface"": ""4"", ""text"": ""四""}]",拟音,语音符号替代,9494，应该就这样,就是就是，应该就这样
pcr-482#1:01,pcr-482#1,慌空,慌空,慌空,huang1 kong1,惶恐,惶恐,huang2 kong3,xuɑŋ˧˥ kʰʊŋ˨˩˦,xuɑŋ˧˥ kʰʊŋ˨˩˦,否,,xuɑŋ˥ kʰʊŋ˥,xuɑŋ˥ kʰʊŋ˥,否,,[],拟音,非词汇同音词,我心里都是慌空,我心里都是惶恐
pcr-162#1:01,pcr-162#1,笱霹不通,笱霹不通,笱霹不通,gou3 pi1 bu4 tong1,狗屁不通,狗屁不通,gou3 pi4 bu4 tong1,koʊ˨˩˦ pʰi˥˩ pu˥˩ tʰʊŋ˥,koʊ˨˩˦ pʰi˥˩ pu˥˩ tʰʊŋ˥,否,,koʊ˨˩˦ pʰi˥ pu˥˩ tʰʊŋ˥,koʊ˨˩˦ pʰi˥ pu˥˩ tʰʊŋ˥,否,,[],拟音,非词汇同音词,这篇分享写的笱霹不通,这篇分享写的狗屁不通
pcr-424#1:01,pcr-424#1,福莉,福莉,福莉,fu2 li4,福利,福利,fu2 li4,fu˧˥ li˥˩,fu˧˥ li˥˩,否,,fu˧˥ li˥˩,fu˧˥ li˥˩,否,,[],拟音,非词汇同音词,深夜福莉,深夜福利
pcr-306#1:01,pcr-306#1,好酒不见,好酒不见,好酒不见,hao3 jiu3 bu2 jian4,好久不见,好久不见,hao3 jiu3 bu2 jian4,xɑʊ˨˩˦ tɕiou˨˩˦ pu˧˥ tɕiɛn˥˩,xɑʊ˨˩˦ tɕiou˨˩˦ pu˧˥ tɕiɛn˥˩,否,,xɑʊ˨˩˦ tɕiou˨˩˦ pu˧˥ tɕiɛn˥˩,xɑʊ˨˩˦ tɕiou˨˩˦ pu˧˥ tɕiɛn˥˩,否,,[],拟音,歧义同音词,好酒不见,好久不见
pcr-320#1:01,pcr-320#1,饶蛇,饶蛇,饶蛇,rao2 she2,饶舌,饶舌,rao2 she2,ɻɑʊ˧˥ ʂɤ˧˥,ɻɑʊ˧˥ ʂɤ˧˥,否,,ɻɑʊ˧˥ ʂɤ˧˥,ɻɑʊ˧˥ ʂɤ˧˥,否,,[],拟音,非词汇同音词,法海永远都当不了rapper，因为他不会饶蛇,法海永远都当不了rapper，因为他不会饶舌
pcr-181#1:01,pcr-181#1,二比,二比,二比,er4 bi3,二逼,二逼,er4 bi1,əɻ˥˩ pi˥,əɻ˥˩ pi˥,否,,əɻ˥˩ pi˨˩˦,əɻ˥˩ pi˨˩˦,否,,[],拟音,非词汇同音词,美国B-2上演的那场‘二比走位’，到底是在炫技还是秀肌肉？,美国B-2上演的那场‘二逼走位’，到底是在炫技还是秀肌肉？
pcr-166#1:01,pcr-166#1,傻杯,傻杯,傻杯,sha3 bei1,傻逼,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,,ʂa˨˩˦ pei˥,ʂa˨˩˦ pei˥,否,,[],拟音,非词汇同音词,哪来的傻杯,哪来的傻逼
pcr-490#1:01,pcr-490#1,别上,别上,别上,bie2 shang4,边上,边上,bian1 shang4,piɛn˥ ʂɑŋ˥˩,piɛn˥ ʂɑŋ˥˩,否,,piɛ˧˥ ʂɑŋ˥˩,piɛ˧˥ ʂɑŋ˥˩,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,大海别上想吃sea guava,大海边上想吃西瓜
pcr-490#1:02,pcr-490#1,sea guava,sea guava,sea guava,sea guava,西瓜,西瓜,xi1 gua1,ɕi˥ kua˥,ɕi˥ kua˥,否,,sˈiː ɡwˈɑːvə,sˈiː ɡwˈɑːvə,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,大海别上想吃sea guava,大海边上想吃西瓜
pcr-229#1:01,pcr-229#1,八个压路,八个压路,八个压路,ba1 ge4 ya1 lu4,八嘎呀路,八嘎呀路,ba1 ga1 ya lu4,pa˥ ka˥ ja lu˥˩,pa˥ ka˥ ja lu˥˩,否,,pa˥ kɤ˥˩ ja˥ lu˥˩,pa˥ kɤ˥˩ ja˥ lu˥˩,否,,[],拟音,非词汇同音词,你就是八个压路,你就是八嘎呀路
pcr-254#1:01,pcr-254#1,亡牌,亡牌,亡牌,wang2 pai2,王牌,王牌,wang2 pai2,wɑŋ˧˥ pʰai˧˥,wɑŋ˧˥ pʰai˧˥,否,,wɑŋ˧˥ pʰai˧˥,wɑŋ˧˥ pʰai˧˥,否,,[],拟音,非词汇同音词,亡牌飞行员申请出战,王牌飞行员申请出战
pcr-390#1:01,pcr-390#1,你拔我罐罪,你拔我罐罪,你拔我罐罪,ni3 ba2 wo3 guan4 zui4,你把我灌醉,你把我灌醉,ni3 ba3 wo3 guan4 zui4,ni˨˩˦ pa˨˩˦ wɔ˨˩˦ kuan˥˩ tsuei˥˩,ni˨˩˦ pa˨˩˦ wɔ˨˩˦ kuan˥˩ tsuei˥˩,否,,ni˨˩˦ pa˧˥ wɔ˨˩˦ kuan˥˩ tsuei˥˩,ni˨˩˦ pa˧˥ wɔ˨˩˦ kuan˥˩ tsuei˥˩,否,,[],拟音,非词汇同音词,你拔我罐罪,你把我灌醉
pcr-474#1:01,pcr-474#1,煎墙,煎墙,煎墙,jian1 qiang2,坚强,坚强,jian1 qiang2,tɕiɛn˥ tɕʰiɑŋ˧˥,tɕiɛn˥ tɕʰiɑŋ˧˥,否,,tɕiɛn˥ tɕʰiɑŋ˧˥,tɕiɛn˥ tɕʰiɑŋ˧˥,否,,[],拟音,非词汇同音词,我的厨艺一定要煎墙起来,我的厨艺一定要坚强起来
pcr-436#1:01,pcr-436#1,心弦,心弦,心弦,xin1 xian2,新鲜,新鲜,xin1 xian1,ɕin˥ ɕiɛn˥,ɕin˥ ɕiɛn˥,否,,ɕin˥ ɕiɛn˧˥,ɕin˥ ɕiɛn˧˥,否,,[],拟音,歧义同音词,这个创意真是心弦,这个创意真是新鲜
pcr-498#1:01,pcr-498#1,留字们,留字们,留字们,liu2 zi4 men,留子们,留子们,liu2 zi men,liou˧˥ tsɹ̩ mən,liou˧˥ tsɹ̩ mən,否,,liou˧˥ tsɹ̩˥˩ mən,liou˧˥ tsɹ̩˥˩ mən,否,,[],拟音,语音符号替代,留字们的成本又变高了，因为通货P胀，欧洲生活成本上涨明显,留子们的成本又变高了，因为通货膨胀，欧洲生活成本上涨明显
